,stimulus,CID,dilution,solvent,components,solvent_onehot,dilution_info,cmp_ids,mix_rata,all_rata
104,AE153,"[78944, 9589]","[0.1, 0.2]","['pg', 'pg']","[431, 530]","[0, 0]","[[0.1, 0.2], [0, 0]]","[112, 143]","[0.5823437499999999, 0.51, 0.153125, 0.025, 0.053125, 0.265625, 0.090625, 0.015625, 0.015625, 0.01875, 0.00625, 0.0125, 0.009375, 0.009375, 0.0, 0.1, 0.037500000000000006, 0.03125, 0.0, 0.034375, 0.034375, 0.075, 0.125, 0.00625, 0.090625, 0.015625, 0.01875, 0.009375, 0.0, 0.0, 0.0, 0.003125, 0.0, 0.0125, 0.021875, 0.046875, 0.009375, 0.0625, 0.015625, 0.0, 0.0, 0.0, 0.0, 0.01875, 0.00625, 0.10312500000000001, 0.14375000000000002, 0.1375, 0.0375, 0.1375, 0.040625, 0.025, 0.024999999999999998]","['{0.01, 0.378, 0.506, 0.08, 0.0, 0.0533333334, 0.02, 0.0733333334, 0.046666666600000004, 0.10666666659999999, 0.04, 0.17333333339999998, 0.0533333334, 0.0333333334, 0.06666666660000001, 0.0266666666, 0.1466666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0266666666, 0.0066666666, 0.0, 0.0, 0.04, 0.0, 0.06666666660000001, 0.04, 0.0333333334, 0.0, 0.0, 0.046666666600000004, 0.0, 0.0533333334, 0.046666666600000004, 0.0, 0.0, 0.04, 0.02, 0.0066666666, 0.02, 0.0, 0.02, 0.0266666666, 0.0133333334, 0.0266666666, 0.0133333334, 0.0, 0.0}', '{0.01, 0.378, 0.506, 0.08, 0.0, 0.0533333334, 0.02, 0.0733333334, 0.046666666600000004, 0.10666666659999999, 0.04, 0.17333333339999998, 0.0533333334, 0.0333333334, 0.06666666660000001, 0.0266666666, 0.1466666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0266666666, 0.0066666666, 0.0, 0.0, 0.04, 0.0, 0.06666666660000001, 0.04, 0.0333333334, 0.0, 0.0, 0.046666666600000004, 0.0, 0.0533333334, 0.046666666600000004, 0.0, 0.0, 0.04, 0.02, 0.0066666666, 0.02, 0.0, 0.02, 0.0266666666, 0.0133333334, 0.0266666666, 0.0133333334, 0.0, 0.0}']"
105,AE177,"[76322, 439570]","[0.1, 0.1]","['pg', 'pg']","[388, 213]","[0, 0]","[[0.1, 0.1], [0, 0]]","[103, 50]","[0.62913865545, 0.6373109243499999, 0.042008879, 0.0, 0.0799667037, 0.37364039949999994, 0.0438771735, 0.0274694784, 0.0081761006, 0.042637809799999996, 0.0604883463, 0.0050314465, 0.0094339623, 0.0274879763, 0.0044025157, 0.121809101, 0.0163706992, 0.0088235294, 0.0012578616, 0.0, 0.0018867925000000002, 0.0, 0.0012578616, 0.0, 0.0, 0.0176470588, 0.0, 0.0088050314, 0.0, 0.0, 0.0, 0.0037735849000000003, 0.0037735849000000003, 0.0018867925000000002, 0.0, 0.0031446541000000002, 0.0, 0.015112837600000002, 0.0283203847, 0.0147058824, 0.0, 0.0012578616, 0.0144654088, 0.055789863099999996, 0.0031446541000000002, 0.2830928597, 0.2966703663, 0.035238623700000006, 0.022641509400000003, 0.0371069182, 0.053477617500000005, 0.022641509400000003, 0.0062893082000000005]","['{0.01, 0.378, 0.506, 0.08, 0.0, 0.0533333334, 0.02, 0.0733333334, 0.046666666600000004, 0.10666666659999999, 0.04, 0.17333333339999998, 0.0533333334, 0.0333333334, 0.06666666660000001, 0.0266666666, 0.1466666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0266666666, 0.0066666666, 0.0, 0.0, 0.04, 0.0, 0.06666666660000001, 0.04, 0.0333333334, 0.0, 0.0, 0.046666666600000004, 0.0, 0.0533333334, 0.046666666600000004, 0.0, 0.0, 0.04, 0.02, 0.0066666666, 0.02, 0.0, 0.02, 0.0266666666, 0.0133333334, 0.0266666666, 0.0133333334, 0.0, 0.0}', '{0.01, 0.378, 0.506, 0.08, 0.0, 0.0533333334, 0.02, 0.0733333334, 0.046666666600000004, 0.10666666659999999, 0.04, 0.17333333339999998, 0.0533333334, 0.0333333334, 0.06666666660000001, 0.0266666666, 0.1466666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0266666666, 0.0066666666, 0.0, 0.0, 0.04, 0.0, 0.06666666660000001, 0.04, 0.0333333334, 0.0, 0.0, 0.046666666600000004, 0.0, 0.0533333334, 0.046666666600000004, 0.0, 0.0, 0.04, 0.02, 0.0066666666, 0.02, 0.0, 0.02, 0.0266666666, 0.0133333334, 0.0266666666, 0.0133333334, 0.0, 0.0}']"
106,AE184,"[79104, 9261]","[0.3, 0.1]","['pg', 'pg']","[433, 527]","[0, 0]","[[0.3, 0.1], [0, 0]]","[114, 140]","[0.53125, 0.43265624999999996, 0.009375000000000001, 0.0125, 0.021875, 0.00625, 0.025, 0.00625, 0.0125, 0.009375000000000001, 0.00625, 0.021875, 0.0125, 0.0, 0.0, 0.096875, 0.025, 0.04375, 0.0125, 0.00625, 0.01875, 0.021875, 0.01875, 0.028125, 0.034375, 0.015625, 0.0375, 0.0, 0.05625, 0.034375, 0.0125, 0.05625, 0.059375, 0.009375, 0.0375, 0.009375, 0.00625, 0.034375, 0.053125000000000006, 0.059375, 0.00625, 0.04375, 0.01875, 0.046875, 0.0125, 0.07187500000000001, 0.040625, 0.13125, 0.040625, 0.378125, 0.009375, 0.024999999999999998, 0.009375]","['{0.01, 0.378, 0.506, 0.08, 0.0, 0.0533333334, 0.02, 0.0733333334, 0.046666666600000004, 0.10666666659999999, 0.04, 0.17333333339999998, 0.0533333334, 0.0333333334, 0.06666666660000001, 0.0266666666, 0.1466666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0266666666, 0.0066666666, 0.0, 0.0, 0.04, 0.0, 0.06666666660000001, 0.04, 0.0333333334, 0.0, 0.0, 0.046666666600000004, 0.0, 0.0533333334, 0.046666666600000004, 0.0, 0.0, 0.04, 0.02, 0.0066666666, 0.02, 0.0, 0.02, 0.0266666666, 0.0133333334, 0.0266666666, 0.0133333334, 0.0, 0.0}', '{0.01, 0.378, 0.506, 0.08, 0.0, 0.0533333334, 0.02, 0.0733333334, 0.046666666600000004, 0.10666666659999999, 0.04, 0.17333333339999998, 0.0533333334, 0.0333333334, 0.06666666660000001, 0.0266666666, 0.1466666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0266666666, 0.0066666666, 0.0, 0.0, 0.04, 0.0, 0.06666666660000001, 0.04, 0.0333333334, 0.0, 0.0, 0.046666666600000004, 0.0, 0.0533333334, 0.046666666600000004, 0.0, 0.0, 0.04, 0.02, 0.0066666666, 0.02, 0.0, 0.02, 0.0266666666, 0.0133333334, 0.0266666666, 0.0133333334, 0.0, 0.0}']"
107,AE240,"[5324978, 2758778]","[0.3, 0.01]","['pg', 'pg']","[243, 159]","[0, 0]","[[0.3, 0.01], [0, 0]]","[60, 40]","[0.59203125, 0.43515625, 0.06875, 0.00625, 0.040625, 0.0, 0.021875, 0.00625, 0.028124999999999997, 0.0, 0.021875, 0.03125, 0.0125, 0.025, 0.0, 0.07500000000000001, 0.009375, 0.0, 0.009375, 0.00625, 0.0125, 0.225, 0.23125, 0.015625, 0.196875, 0.059375, 0.0, 0.003125, 0.00625, 0.043750000000000004, 0.034375, 0.0125, 0.05625, 0.0625, 0.0125, 0.025, 0.08437499999999999, 0.121875, 0.140625, 0.175, 0.015625, 0.04375, 0.01875, 0.034375, 0.059375, 0.015625, 0.00625, 0.0125, 0.0, 0.009375000000000001, 0.0, 0.003125, 0.0]","['{0.01, 0.378, 0.506, 0.08, 0.0, 0.0533333334, 0.02, 0.0733333334, 0.046666666600000004, 0.10666666659999999, 0.04, 0.17333333339999998, 0.0533333334, 0.0333333334, 0.06666666660000001, 0.0266666666, 0.1466666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0266666666, 0.0066666666, 0.0, 0.0, 0.04, 0.0, 0.06666666660000001, 0.04, 0.0333333334, 0.0, 0.0, 0.046666666600000004, 0.0, 0.0533333334, 0.046666666600000004, 0.0, 0.0, 0.04, 0.02, 0.0066666666, 0.02, 0.0, 0.02, 0.0266666666, 0.0133333334, 0.0266666666, 0.0133333334, 0.0, 0.0}', '{0.01, 0.378, 0.506, 0.08, 0.0, 0.0533333334, 0.02, 0.0733333334, 0.046666666600000004, 0.10666666659999999, 0.04, 0.17333333339999998, 0.0533333334, 0.0333333334, 0.06666666660000001, 0.0266666666, 0.1466666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0266666666, 0.0066666666, 0.0, 0.0, 0.04, 0.0, 0.06666666660000001, 0.04, 0.0333333334, 0.0, 0.0, 0.046666666600000004, 0.0, 0.0533333334, 0.046666666600000004, 0.0, 0.0, 0.04, 0.02, 0.0066666666, 0.02, 0.0, 0.02, 0.0266666666, 0.0133333334, 0.0266666666, 0.0133333334, 0.0, 0.0}']"
108,AE297,"[15651, 7222]","[1.0, 0.1]","['nt', 'pg']","[120, 360]","[2, 0]","[[1.0, 0.1], [2, 0]]","[27, 94]","[0.59078125, 0.42515625, 0.0875, 0.0125, 0.040625, 0.00625, 0.04375, 0.015625, 0.05, 0.025, 0.018750000000000003, 0.028125, 0.00625, 0.015625, 0.0, 0.040625, 0.0125, 0.028124999999999997, 0.0125, 0.04375, 0.021875, 0.04375, 0.18437499999999998, 0.00625, 0.075, 0.040625, 0.0, 0.003125, 0.00625, 0.015625, 0.01875, 0.0375, 0.021875, 0.071875, 0.028125, 0.09375, 0.09999999999999999, 0.159375, 0.075, 0.06874999999999999, 0.0, 0.0625, 0.1375, 0.075, 0.053125000000000006, 0.025, 0.0, 0.034375, 0.028125, 0.046875, 0.0625, 0.040625, 0.028125]","['{0.01, 0.378, 0.506, 0.08, 0.0, 0.0533333334, 0.02, 0.0733333334, 0.046666666600000004, 0.10666666659999999, 0.04, 0.17333333339999998, 0.0533333334, 0.0333333334, 0.06666666660000001, 0.0266666666, 0.1466666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0266666666, 0.0066666666, 0.0, 0.0, 0.04, 0.0, 0.06666666660000001, 0.04, 0.0333333334, 0.0, 0.0, 0.046666666600000004, 0.0, 0.0533333334, 0.046666666600000004, 0.0, 0.0, 0.04, 0.02, 0.0066666666, 0.02, 0.0, 0.02, 0.0266666666, 0.0133333334, 0.0266666666, 0.0133333334, 0.0, 0.0}', '{0.01, 0.378, 0.506, 0.08, 0.0, 0.0533333334, 0.02, 0.0733333334, 0.046666666600000004, 0.10666666659999999, 0.04, 0.17333333339999998, 0.0533333334, 0.0333333334, 0.06666666660000001, 0.0266666666, 0.1466666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0266666666, 0.0066666666, 0.0, 0.0, 0.04, 0.0, 0.06666666660000001, 0.04, 0.0333333334, 0.0, 0.0, 0.046666666600000004, 0.0, 0.0533333334, 0.046666666600000004, 0.0, 0.0, 0.04, 0.02, 0.0066666666, 0.02, 0.0, 0.02, 0.0266666666, 0.0133333334, 0.0266666666, 0.0133333334, 0.0, 0.0}']"
109,AE448,"[10886, 9261]","[0.2, 0.1]","['dep', 'pg']","[38, 527]","[1, 0]","[[0.2, 0.1], [1, 0]]","[5, 140]","[0.45921874999999995, 0.52796875, 0.018750000000000003, 0.04375, 0.05625, 0.046875, 0.046875, 0.0125, 0.10625, 0.021875, 0.14375000000000002, 0.0625, 0.10625, 0.0625, 0.01875, 0.209375, 0.034375, 0.078125, 0.009375, 0.00625, 0.0, 0.021875, 0.01875, 0.028125, 0.034375, 0.015625, 0.0375, 0.0125, 0.05625, 0.034375, 0.015625, 0.084375, 0.09687499999999999, 0.0, 0.0375, 0.009375, 0.00625, 0.021875, 0.015625, 0.040625, 0.00625, 0.028125, 0.0, 0.009375, 0.0125, 0.0125, 0.018750000000000003, 0.00625, 0.0125, 0.065625, 0.0, 0.028125, 0.00625]","['{0.01, 0.378, 0.506, 0.08, 0.0, 0.0533333334, 0.02, 0.0733333334, 0.046666666600000004, 0.10666666659999999, 0.04, 0.17333333339999998, 0.0533333334, 0.0333333334, 0.06666666660000001, 0.0266666666, 0.1466666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0266666666, 0.0066666666, 0.0, 0.0, 0.04, 0.0, 0.06666666660000001, 0.04, 0.0333333334, 0.0, 0.0, 0.046666666600000004, 0.0, 0.0533333334, 0.046666666600000004, 0.0, 0.0, 0.04, 0.02, 0.0066666666, 0.02, 0.0, 0.02, 0.0266666666, 0.0133333334, 0.0266666666, 0.0133333334, 0.0, 0.0}', '{0.01, 0.378, 0.506, 0.08, 0.0, 0.0533333334, 0.02, 0.0733333334, 0.046666666600000004, 0.10666666659999999, 0.04, 0.17333333339999998, 0.0533333334, 0.0333333334, 0.06666666660000001, 0.0266666666, 0.1466666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0266666666, 0.0066666666, 0.0, 0.0, 0.04, 0.0, 0.06666666660000001, 0.04, 0.0333333334, 0.0, 0.0, 0.046666666600000004, 0.0, 0.0533333334, 0.046666666600000004, 0.0, 0.0, 0.04, 0.02, 0.0066666666, 0.02, 0.0, 0.02, 0.0266666666, 0.0133333334, 0.0266666666, 0.0133333334, 0.0, 0.0}']"
110,AE539,"[5324978, 11251]","[0.3, 0.01]","['pg', 'pg']","[243, 59]","[0, 0]","[[0.3, 0.01], [0, 0]]","[60, 9]","[0.47734375, 0.38359375, 0.040625, 0.025, 0.034375, 0.0, 0.028124999999999997, 0.015625, 0.01875, 0.00625, 0.0125, 0.009375, 0.0125, 0.03125, 0.009375, 0.103125, 0.01875, 0.03125, 0.00625, 0.01875, 0.01875, 0.009375, 0.084375, 0.003125, 0.0125, 0.024999999999999998, 0.0125, 0.0, 0.021875, 0.05625, 0.025, 0.046875, 0.053125000000000006, 0.0375, 0.009375, 0.01875, 0.075, 0.103125, 0.14375, 0.175, 0.015625, 0.034375, 0.015625, 0.034375, 0.065625, 0.0375, 0.015625, 0.021875, 0.0, 0.09375, 0.0, 0.021875, 0.0]","['{0.01, 0.378, 0.506, 0.08, 0.0, 0.0533333334, 0.02, 0.0733333334, 0.046666666600000004, 0.10666666659999999, 0.04, 0.17333333339999998, 0.0533333334, 0.0333333334, 0.06666666660000001, 0.0266666666, 0.1466666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0266666666, 0.0066666666, 0.0, 0.0, 0.04, 0.0, 0.06666666660000001, 0.04, 0.0333333334, 0.0, 0.0, 0.046666666600000004, 0.0, 0.0533333334, 0.046666666600000004, 0.0, 0.0, 0.04, 0.02, 0.0066666666, 0.02, 0.0, 0.02, 0.0266666666, 0.0133333334, 0.0266666666, 0.0133333334, 0.0, 0.0}', '{0.01, 0.378, 0.506, 0.08, 0.0, 0.0533333334, 0.02, 0.0733333334, 0.046666666600000004, 0.10666666659999999, 0.04, 0.17333333339999998, 0.0533333334, 0.0333333334, 0.06666666660000001, 0.0266666666, 0.1466666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0266666666, 0.0066666666, 0.0, 0.0, 0.04, 0.0, 0.06666666660000001, 0.04, 0.0333333334, 0.0, 0.0, 0.046666666600000004, 0.0, 0.0533333334, 0.046666666600000004, 0.0, 0.0, 0.04, 0.02, 0.0066666666, 0.02, 0.0, 0.02, 0.0266666666, 0.0133333334, 0.0266666666, 0.0133333334, 0.0, 0.0}']"
111,AE568,"[76322, 9261]","[0.1, 0.1]","['pg', 'pg']","[388, 527]","[0, 0]","[[0.1, 0.1], [0, 0]]","[103, 140]","[0.5456643907500001, 0.5192686449499999, 0.0100235849, 0.0125, 0.0452240566, 0.053419811299999995, 0.023840408799999997, 0.0245283019, 0.0081761006, 0.0075275157, 0.013797169800000002, 0.0269064465, 0.0219339623, 0.0157232704, 0.0044025157, 0.0969929245, 0.032547169800000005, 0.04375, 0.0012578616, 0.00625, 0.0018867925000000002, 0.021875, 0.0200078616, 0.028125, 0.034375, 0.015625, 0.0375, 0.0088050314, 0.05625, 0.034375, 0.0125, 0.053773584900000004, 0.0631485849, 0.0018867925000000002, 0.0375, 0.0125196541, 0.00625, 0.012539308200000002, 0.0319968553, 0.040625, 0.00625, 0.0293828616, 0.0144654088, 0.0440251572, 0.015644654100000002, 0.2509237421, 0.19740566040000002, 0.0326650943, 0.03514150940000001, 0.0839819182, 0.0446540881, 0.025766509400000002, 0.0062893082000000005]","['{0.01, 0.378, 0.506, 0.08, 0.0, 0.0533333334, 0.02, 0.0733333334, 0.046666666600000004, 0.10666666659999999, 0.04, 0.17333333339999998, 0.0533333334, 0.0333333334, 0.06666666660000001, 0.0266666666, 0.1466666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0266666666, 0.0066666666, 0.0, 0.0, 0.04, 0.0, 0.06666666660000001, 0.04, 0.0333333334, 0.0, 0.0, 0.046666666600000004, 0.0, 0.0533333334, 0.046666666600000004, 0.0, 0.0, 0.04, 0.02, 0.0066666666, 0.02, 0.0, 0.02, 0.0266666666, 0.0133333334, 0.0266666666, 0.0133333334, 0.0, 0.0}', '{0.01, 0.378, 0.506, 0.08, 0.0, 0.0533333334, 0.02, 0.0733333334, 0.046666666600000004, 0.10666666659999999, 0.04, 0.17333333339999998, 0.0533333334, 0.0333333334, 0.06666666660000001, 0.0266666666, 0.1466666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0266666666, 0.0066666666, 0.0, 0.0, 0.04, 0.0, 0.06666666660000001, 0.04, 0.0333333334, 0.0, 0.0, 0.046666666600000004, 0.0, 0.0533333334, 0.046666666600000004, 0.0, 0.0, 0.04, 0.02, 0.0066666666, 0.02, 0.0, 0.02, 0.0266666666, 0.0133333334, 0.0266666666, 0.0133333334, 0.0, 0.0}']"
112,AE645,"[79104, 14057]","[0.3, 0.01]","['pg', 'pg']","[433, 98]","[0, 0]","[[0.3, 0.01], [0, 0]]","[114, 23]","[0.57890625, 0.36046875, 0.01875, 0.0, 0.021875, 0.0, 0.03125, 0.00625, 0.018750000000000003, 0.00625, 0.040625, 0.0125, 0.015625, 0.03125, 0.0125, 0.046875, 0.01875, 0.003125, 0.0125, 0.0, 0.028124999999999997, 0.0, 0.0, 0.0, 0.0125, 0.009375, 0.00625, 0.0, 0.053125, 0.025, 0.125, 0.125, 0.071875, 0.043750000000000004, 0.0, 0.025, 0.0, 0.05, 0.05625, 0.025, 0.084375, 0.1, 0.021875, 0.053125, 0.021875, 0.06875, 0.03125, 0.15625, 0.028125, 0.359375, 0.028124999999999997, 0.021875, 0.009375]","['{0.01, 0.378, 0.506, 0.08, 0.0, 0.0533333334, 0.02, 0.0733333334, 0.046666666600000004, 0.10666666659999999, 0.04, 0.17333333339999998, 0.0533333334, 0.0333333334, 0.06666666660000001, 0.0266666666, 0.1466666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0266666666, 0.0066666666, 0.0, 0.0, 0.04, 0.0, 0.06666666660000001, 0.04, 0.0333333334, 0.0, 0.0, 0.046666666600000004, 0.0, 0.0533333334, 0.046666666600000004, 0.0, 0.0, 0.04, 0.02, 0.0066666666, 0.02, 0.0, 0.02, 0.0266666666, 0.0133333334, 0.0266666666, 0.0133333334, 0.0, 0.0}', '{0.01, 0.378, 0.506, 0.08, 0.0, 0.0533333334, 0.02, 0.0733333334, 0.046666666600000004, 0.10666666659999999, 0.04, 0.17333333339999998, 0.0533333334, 0.0333333334, 0.06666666660000001, 0.0266666666, 0.1466666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0266666666, 0.0066666666, 0.0, 0.0, 0.04, 0.0, 0.06666666660000001, 0.04, 0.0333333334, 0.0, 0.0, 0.046666666600000004, 0.0, 0.0533333334, 0.046666666600000004, 0.0, 0.0, 0.04, 0.02, 0.0066666666, 0.02, 0.0, 0.02, 0.0266666666, 0.0133333334, 0.0266666666, 0.0133333334, 0.0, 0.0}']"
113,AE659,"[78944, 7770]","[0.1, 0.001]","['pg', 'pg']","[431, 415]","[0, 0]","[[0.1, 0.001], [0, 0]]","[112, 108]","[0.531875, 0.47484374999999995, 0.06875, 0.00625, 0.056249999999999994, 0.265625, 0.049999999999999996, 0.015625, 0.0125, 0.0, 0.03125, 0.0, 0.009375, 0.0125, 0.0, 0.11875000000000001, 0.025, 0.028124999999999997, 0.0, 0.00625, 0.01875, 0.021875, 0.05625, 0.01875, 0.015625, 0.01875, 0.009375, 0.015625, 0.04375, 0.071875, 0.153125, 0.0375, 0.034375, 0.0125, 0.0125, 0.009375, 0.009375, 0.05, 0.025, 0.0, 0.0125, 0.03125, 0.0, 0.015625, 0.0125, 0.096875, 0.13125, 0.153125, 0.03125, 0.121875, 0.040625, 0.025, 0.024999999999999998]","['{0.01, 0.378, 0.506, 0.08, 0.0, 0.0533333334, 0.02, 0.0733333334, 0.046666666600000004, 0.10666666659999999, 0.04, 0.17333333339999998, 0.0533333334, 0.0333333334, 0.06666666660000001, 0.0266666666, 0.1466666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0266666666, 0.0066666666, 0.0, 0.0, 0.04, 0.0, 0.06666666660000001, 0.04, 0.0333333334, 0.0, 0.0, 0.046666666600000004, 0.0, 0.0533333334, 0.046666666600000004, 0.0, 0.0, 0.04, 0.02, 0.0066666666, 0.02, 0.0, 0.02, 0.0266666666, 0.0133333334, 0.0266666666, 0.0133333334, 0.0, 0.0}', '{0.01, 0.378, 0.506, 0.08, 0.0, 0.0533333334, 0.02, 0.0733333334, 0.046666666600000004, 0.10666666659999999, 0.04, 0.17333333339999998, 0.0533333334, 0.0333333334, 0.06666666660000001, 0.0266666666, 0.1466666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0266666666, 0.0066666666, 0.0, 0.0, 0.04, 0.0, 0.06666666660000001, 0.04, 0.0333333334, 0.0, 0.0, 0.046666666600000004, 0.0, 0.0533333334, 0.046666666600000004, 0.0, 0.0, 0.04, 0.02, 0.0066666666, 0.02, 0.0, 0.02, 0.0266666666, 0.0133333334, 0.0266666666, 0.0133333334, 0.0, 0.0}']"
114,AE666,"[79104, 6989]","[0.3, 0.2]","['pg', 'pg']","[433, 339]","[0, 0]","[[0.3, 0.2], [0, 0]]","[114, 86]","[0.63935416665, 0.434125, 0.028749999999999998, 0.003125, 0.09812499999999999, 0.01875, 0.053125, 0.025, 0.01625, 0.010624999999999999, 0.000625, 0.000625, 0.001875, 0.0, 0.0, 0.021875, 0.00125, 0.0043749999999999995, 0.015625, 0.023125, 0.041874999999999996, 0.0075, 0.000625, 0.005625, 0.001875, 0.0, 0.0, 0.006875000000000001, 0.0, 0.0, 0.000625, 0.008125, 0.0025, 0.021249999999999998, 0.00375, 0.015625, 0.01125, 0.06, 0.061875, 0.01875, 0.0, 0.016875, 0.144375, 0.12062500000000001, 0.005625, 0.165, 0.08375, 0.133125, 0.04625, 0.349375, 0.059375000000000004, 0.05375, 0.0175]","['{0.01, 0.378, 0.506, 0.08, 0.0, 0.0533333334, 0.02, 0.0733333334, 0.046666666600000004, 0.10666666659999999, 0.04, 0.17333333339999998, 0.0533333334, 0.0333333334, 0.06666666660000001, 0.0266666666, 0.1466666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0266666666, 0.0066666666, 0.0, 0.0, 0.04, 0.0, 0.06666666660000001, 0.04, 0.0333333334, 0.0, 0.0, 0.046666666600000004, 0.0, 0.0533333334, 0.046666666600000004, 0.0, 0.0, 0.04, 0.02, 0.0066666666, 0.02, 0.0, 0.02, 0.0266666666, 0.0133333334, 0.0266666666, 0.0133333334, 0.0, 0.0}', '{0.01, 0.378, 0.506, 0.08, 0.0, 0.0533333334, 0.02, 0.0733333334, 0.046666666600000004, 0.10666666659999999, 0.04, 0.17333333339999998, 0.0533333334, 0.0333333334, 0.06666666660000001, 0.0266666666, 0.1466666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0266666666, 0.0066666666, 0.0, 0.0, 0.04, 0.0, 0.06666666660000001, 0.04, 0.0333333334, 0.0, 0.0, 0.046666666600000004, 0.0, 0.0533333334, 0.046666666600000004, 0.0, 0.0, 0.04, 0.02, 0.0066666666, 0.02, 0.0, 0.02, 0.0266666666, 0.0133333334, 0.0266666666, 0.0133333334, 0.0, 0.0}']"
115,AE681,"[11702, 439570]","[0.1, 0.1]","['pg', 'pg']","[69, 213]","[0, 0]","[[0.1, 0.1], [0, 0]]","[13, 50]","[0.6575367647, 0.5977297794, 0.0851102941, 0.00625, 0.0816176471, 0.41084558819999994, 0.0481617647, 0.040441176499999995, 0.01875, 0.050735294099999995, 0.0529411765, 0.0, 0.0, 0.0117647059, 0.0, 0.11856617650000001, 0.0150735294, 0.0088235294, 0.0, 0.009375, 0.0, 0.0, 0.0, 0.0, 0.009375, 0.0176470588, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00625, 0.021875, 0.009375, 0.00625, 0.028125, 0.0, 0.07757352940000001, 0.0400735294, 0.0209558824, 0.0, 0.0125, 0.01875, 0.0180147059, 0.003125, 0.32591911760000003, 0.28051470590000005, 0.0963235294, 0.0, 0.053125, 0.0088235294, 0.021875, 0.00625]","['{0.01, 0.378, 0.506, 0.08, 0.0, 0.0533333334, 0.02, 0.0733333334, 0.046666666600000004, 0.10666666659999999, 0.04, 0.17333333339999998, 0.0533333334, 0.0333333334, 0.06666666660000001, 0.0266666666, 0.1466666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0266666666, 0.0066666666, 0.0, 0.0, 0.04, 0.0, 0.06666666660000001, 0.04, 0.0333333334, 0.0, 0.0, 0.046666666600000004, 0.0, 0.0533333334, 0.046666666600000004, 0.0, 0.0, 0.04, 0.02, 0.0066666666, 0.02, 0.0, 0.02, 0.0266666666, 0.0133333334, 0.0266666666, 0.0133333334, 0.0, 0.0}', '{0.01, 0.378, 0.506, 0.08, 0.0, 0.0533333334, 0.02, 0.0733333334, 0.046666666600000004, 0.10666666659999999, 0.04, 0.17333333339999998, 0.0533333334, 0.0333333334, 0.06666666660000001, 0.0266666666, 0.1466666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0266666666, 0.0066666666, 0.0, 0.0, 0.04, 0.0, 0.06666666660000001, 0.04, 0.0333333334, 0.0, 0.0, 0.046666666600000004, 0.0, 0.0533333334, 0.046666666600000004, 0.0, 0.0, 0.04, 0.02, 0.0066666666, 0.02, 0.0, 0.02, 0.0266666666, 0.0133333334, 0.0266666666, 0.0133333334, 0.0, 0.0}']"
