stimulus,CID,dilution,cmp_ids,dilution_info
B5367706,[5367706],[0.001],[467],"[[0.001], [0]]"
A5368076,[5368076],[1e-05],[468],"[[1e-05], [0]]"
B5368076,[5368076],[0.001],[468],"[[0.001], [0]]"
A5371102,[5371102],[1e-05],[469],"[[1e-05], [0]]"
B5371102,[5371102],[0.001],[469],"[[0.001], [0]]"
A6114390,[6114390],[1e-05],[470],"[[1e-05], [0]]"
B6114390,[6114390],[0.001],[470],"[[0.001], [0]]"
A6429333,[6429333],[1e-07],[471],"[[1e-07], [0]]"
B6429333,[6429333],[1e-05],[471],"[[1e-05], [0]]"
A6999977,[6999977],[1e-05],[472],"[[1e-05], [0]]"
B6999977,[6999977],[0.001],[472],"[[0.001], [0]]"
A10857465,[10857465],[0.001],[473],"[[0.001], [0]]"
B10857465,[10857465],[0.1],[473],"[[0.1], [0]]"
A16220109,[16220109],[0.001],[474],"[[0.001], [0]]"
B16220109,[16220109],[0.1],[474],"[[0.1], [0]]"
