stimulus,CID,dilution,solvent,components,solvent_onehot,dilution_info,cmp_ids
AH448,"[10890, 61527]","[0.05, 0.001]","['paraffin oil', 'pg']","[45, 264]","[3, 0]","[[0.05, 0.001], [3, 0]]","[6, 67]"
AH489,"[8892, 6920]","[0.04, 0.07]","['pg', 'pg']","[520, 334]","[0, 0]","[[0.04, 0.07], [0, 0]]","[138, 85]"
AH541,"[10890, 7770]","[0.05, 0.001]","['paraffin oil', 'pg']","[45, 415]","[3, 0]","[[0.05, 0.001], [3, 0]]","[6, 108]"
AH552,"[12206, 61527]","[0.001, 0.001]","['pg', 'pg']","[83, 264]","[0, 0]","[[0.001, 0.001], [0, 0]]","[17, 67]"
AH564,"[8892, 16590]","[0.04, 0.001]","['pg', 'pg']","[520, 121]","[0, 0]","[[0.04, 0.001], [0, 0]]","[138, 28]"
AH568,"[10890, 16590]","[0.05, 0.001]","['paraffin oil', 'pg']","[45, 121]","[3, 0]","[[0.05, 0.001], [3, 0]]","[6, 28]"
AH588,"[10400, 5362720]","[0.03, 0.015]","['paraffin oil', 'pg']","[16, 244]","[3, 0]","[[0.03, 0.015], [3, 0]]","[1, 61]"
AH608,"[8892, 61527]","[0.04, 0.001]","['pg', 'pg']","[520, 264]","[0, 0]","[[0.04, 0.001], [0, 0]]","[138, 67]"
AH612,"[10400, 6920]","[0.03, 0.07]","['paraffin oil', 'pg']","[16, 334]","[3, 0]","[[0.03, 0.07], [3, 0]]","[1, 85]"
AH664,"[6920, 8051, 8892]","[0.091, 0.21, 1.0]","['pg', 'paraffin oil', 'nt']","[335, 468, 525]","[0, 3, 2]","[[0.091, 0.21, 1.0], [0, 3, 2]]","[85, 124, 138]"
AH666,"[7410, 7770]","[0.01, 0.001]","['pg', 'pg']","[381, 415]","[0, 0]","[[0.01, 0.001], [0, 0]]","[100, 108]"
AH674,"[8892, 62444]","[0.04, 0.001]","['pg', 'pg']","[520, 282]","[0, 0]","[[0.04, 0.001], [0, 0]]","[138, 73]"
AH677,"[12206, 12810]","[0.001, 1.0]","['pg', 'nt']","[83, 96]","[0, 2]","[[0.001, 1.0], [0, 2]]","[17, 21]"
AH702,"[10890, 7335]","[0.05, 0.1]","['paraffin oil', 'pg']","[45, 364]","[3, 0]","[[0.05, 0.1], [3, 0]]","[6, 96]"
AH720,"[31252, 8051, 7410]","[0.007, 0.38, 0.28]","['pg', 'paraffin oil', 'pg']","[161, 471, 384]","[0, 3, 0]","[[0.007, 0.38, 0.28], [0, 3, 0]]","[41, 124, 100]"
AH733,"[10400, 16590]","[0.03, 0.001]","['paraffin oil', 'pg']","[16, 121]","[3, 0]","[[0.03, 0.001], [3, 0]]","[1, 28]"
AH765,"[10890, 6920]","[0.05, 0.07]","['paraffin oil', 'pg']","[45, 334]","[3, 0]","[[0.05, 0.07], [3, 0]]","[6, 85]"
AH771,"[12297, 10890]","[0.001, 0.05]","['pg', 'paraffin oil']","[84, 45]","[0, 3]","[[0.001, 0.05], [0, 3]]","[18, 6]"
AH817,"[10400, 61527]","[0.03, 0.001]","['paraffin oil', 'pg']","[16, 264]","[3, 0]","[[0.03, 0.001], [3, 0]]","[1, 67]"
AH866,"[12297, 8051]","[0.001, 0.001]","['pg', 'paraffin oil']","[84, 463]","[0, 3]","[[0.001, 0.001], [0, 3]]","[18, 124]"
AH877,"[6920, 8051, 8892]","[0.36, 0.38, 1.0]","['pg', 'paraffin oil', 'nt']","[338, 471, 525]","[0, 3, 2]","[[0.36, 0.38, 1.0], [0, 3, 2]]","[85, 124, 138]"
AH941,"[15037, 7410, 5365027, 10400, 4133]","[0.15, 0.28, 0.011, 0.19, 0.039]","['dep', 'pg', 'paraffin oil', 'paraffin oil', 'paraffin oil']","[118, 384, 254, 19, 207]","[1, 0, 3, 3, 3]","[[0.15, 0.28, 0.011, 0.19, 0.039], [1, 0, 3, 3, 3]]","[26, 100, 64, 1, 49]"
AH997,"[8892, 18635]","[0.04, 0.001]","['pg', 'pg']","[520, 126]","[0, 0]","[[0.04, 0.001], [0, 0]]","[138, 30]"
AI029,[8025],[0.05],['dep'],[457],[1],"[[0.05], [1]]",[121]
AI094,[7749],[0.01],['dep'],[398],[1],"[[0.01], [1]]",[105]
AI098,"[9589, 12180]","[0.2, 0.01]","['pg', 'dep']","[530, 78]","[0, 1]","[[0.2, 0.01], [0, 1]]","[143, 16]"
AI130,"[79104, 8858]","[0.3, 0.01]","['pg', 'dep']","[433, 514]","[0, 1]","[[0.3, 0.01], [0, 1]]","[114, 137]"
AI142,"[7762, 3314, 7793, 14286, 10890, 7165, 8858, 7888, 7344, 12367]","[0.0008, 0.14, 0.08, 0.008, 0.03, 0.01, 0.02, 0.6, 0.012, 0.03]","['dep', 'dep', 'dep', 'dep', 'dep', 'dep', 'dep', 'dep', 'dep', 'dep']","[410, 203, 421, 102, 43, 356, 516, 430, 368, 85]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.0008, 0.14, 0.08, 0.008, 0.03, 0.01, 0.02, 0.6, 0.012, 0.03], [1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]","[106, 48, 110, 24, 6, 93, 137, 111, 98, 19]"
AI170,"[79104, 3314]","[0.3, 0.1]","['pg', 'dep']","[433, 200]","[0, 1]","[[0.3, 0.1], [0, 1]]","[114, 48]"
AI205,"[5365027, 7165]","[0.01, 0.01]","['paraffin oil', 'pg']","[253, 357]","[3, 0]","[[0.01, 0.01], [3, 0]]","[64, 93]"
AI216,"[9589, 7762]","[0.2, 0.01]","['pg', 'dep']","[530, 404]","[0, 1]","[[0.2, 0.01], [0, 1]]","[143, 106]"
AI242,"[7762, 3314, 7793, 14286, 10890, 7165, 8858, 7888, 7344, 12367]","[0.002, 0.045, 0.01, 0.0005, 0.18, 0.007, 0.047, 0.07, 0.005, 0.12]","['dep', 'dep', 'dep', 'dep', 'dep', 'dep', 'dep', 'dep', 'dep', 'dep']","[402, 199, 419, 111, 49, 355, 517, 426, 367, 90]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.002, 0.045, 0.01, 0.0005, 0.18, 0.007, 0.047, 0.07, 0.005, 0.12], [1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]","[106, 48, 110, 24, 6, 93, 137, 111, 98, 19]"
AI273,"[31265, 7150, 7749, 12180, 10882, 5281515, 326, 7921, 8025, 7654]","[0.002, 0.08, 0.008, 0.04, 0.0076, 0.01, 0.08, 0.5, 0.04, 0.8]","['dep', 'dep', 'dep', 'dep', 'dep', 'dep', 'dep', 'dep', 'dep', 'dep']","[174, 353, 397, 80, 33, 233, 191, 440, 456, 394]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.002, 0.08, 0.008, 0.04, 0.0076, 0.01, 0.08, 0.5, 0.04, 0.8], [1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]","[43, 92, 105, 16, 4, 57, 47, 116, 121, 104]"
AI292,[326],[0.1],['dep'],[192],[1],"[[0.1], [1]]",[47]
AI304,"[5365027, 7921]","[0.01, 1.0]","['paraffin oil', 'nt']","[253, 441]","[3, 2]","[[0.01, 1.0], [3, 2]]","[64, 116]"
AI338,"[31252, 10882]","[0.01, 0.001]","['pg', 'paraffin oil']","[163, 31]","[0, 3]","[[0.01, 0.001], [0, 3]]","[41, 4]"
AI342,"[9589, 7150]","[0.2, 0.05]","['pg', 'dep']","[530, 352]","[0, 1]","[[0.2, 0.05], [0, 1]]","[143, 92]"
AI347,"[7762, 3314, 7793, 14286, 10890, 7165, 8858, 7888, 7344, 12367]","[0.05, 0.015, 0.04, 0.0001, 0.1, 0.02, 0.005, 0.25, 0.2, 0.05]","['dep', 'dep', 'dep', 'dep', 'dep', 'dep', 'dep', 'dep', 'dep', 'dep']","[407, 197, 420, 109, 48, 358, 512, 428, 373, 86]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.05, 0.015, 0.04, 0.0001, 0.1, 0.02, 0.005, 0.25, 0.2, 0.05], [1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]","[106, 48, 110, 24, 6, 93, 137, 111, 98, 19]"
AI376,"[7762, 3314, 7793, 14286, 10890, 7165, 8858, 7888, 7344, 12367]","[0.008, 0.11, 0.003, 0.07, 0.005, 0.0027, 0.007, 0.2, 0.17, 0.08]","['dep', 'dep', 'dep', 'dep', 'dep', 'dep', 'dep', 'dep', 'dep', 'dep']","[403, 202, 418, 107, 39, 354, 513, 427, 372, 87]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.008, 0.11, 0.003, 0.07, 0.005, 0.0027, 0.007, 0.2, 0.17, 0.08], [1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]","[106, 48, 110, 24, 6, 93, 137, 111, 98, 19]"
AI453,"[31265, 7150, 7749, 12180, 10882, 5281515, 326, 7921, 8025, 7654]","[0.04, 0.003, 0.01, 0.007, 0.03, 0.4, 0.005, 0.04, 0.006, 0.3]","['dep', 'dep', 'dep', 'dep', 'dep', 'dep', 'dep', 'dep', 'dep', 'dep']","[176, 349, 398, 77, 36, 238, 188, 437, 455, 392]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.04, 0.003, 0.01, 0.007, 0.03, 0.4, 0.005, 0.04, 0.006, 0.3], [1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]","[43, 92, 105, 16, 4, 57, 47, 116, 121, 104]"
AI505,"[79104, 5281515]","[0.3, 0.3]","['pg', 'dep']","[433, 237]","[0, 1]","[[0.3, 0.3], [0, 1]]","[114, 57]"
AI570,"[11552, 7344]","[0.01, 0.15]","['pg', 'dep']","[65, 370]","[0, 1]","[[0.01, 0.15], [0, 1]]","[12, 98]"
AI610,[5281515],[0.3],['dep'],[237],[1],"[[0.3], [1]]",[57]
AI614,[7165],[0.01],['dep'],[356],[1],"[[0.01], [1]]",[93]
AI635,"[31252, 8025]","[0.01, 0.05]","['pg', 'dep']","[163, 457]","[0, 1]","[[0.01, 0.05], [0, 1]]","[41, 121]"
AI636,[7921],[1.0],['nt'],[441],[2],"[[1.0], [2]]",[116]
AI665,"[31265, 7150, 7749, 12180, 10882, 5281515, 326, 7921, 8025, 7654]","[0.001, 0.02, 0.0035, 0.003, 0.001, 0.11, 0.05, 0.15, 0.0015, 0.5]","['dep', 'dep', 'dep', 'dep', 'dep', 'dep', 'dep', 'dep', 'dep', 'dep']","[173, 351, 395, 75, 30, 236, 190, 439, 454, 393]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.001, 0.02, 0.0035, 0.003, 0.001, 0.11, 0.05, 0.15, 0.0015, 0.5], [1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]","[43, 92, 105, 16, 4, 57, 47, 116, 121, 104]"
AI681,"[31265, 7150, 7749, 12180, 10882, 5281515, 326, 7921, 8025, 7654]","[0.0008, 0.02, 0.04, 0.08, 0.001, 0.1, 0.001, 0.005, 0.47, 0.008]","['dep', 'dep', 'dep', 'dep', 'dep', 'dep', 'dep', 'dep', 'dep', 'dep']","[177, 351, 399, 81, 30, 235, 187, 436, 459, 389]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.0008, 0.02, 0.04, 0.08, 0.001, 0.1, 0.001, 0.005, 0.47, 0.008], [1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]","[43, 92, 105, 16, 4, 57, 47, 116, 121, 104]"
AI722,[7654],[0.1],['dep'],[391],[1],"[[0.1], [1]]",[104]
AI768,"[31265, 7150, 7749, 12180, 10882, 5281515, 326, 7921, 8025, 7654]","[0.01, 0.008, 0.005, 0.17, 0.013, 0.07, 0.18, 0.1, 0.2, 0.07]","['dep', 'dep', 'dep', 'dep', 'dep', 'dep', 'dep', 'dep', 'dep', 'dep']","[175, 350, 396, 82, 35, 234, 194, 438, 458, 390]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.01, 0.008, 0.005, 0.17, 0.013, 0.07, 0.18, 0.1, 0.2, 0.07], [1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]","[43, 92, 105, 16, 4, 57, 47, 116, 121, 104]"
AI780,"[7762, 3314, 7793, 14286, 10890, 7165, 8858, 7888, 7344, 12367]","[0.03, 0.02, 0.15, 0.05, 0.09, 0.048, 0.0008, 0.03, 0.04, 0.18]","['dep', 'dep', 'dep', 'dep', 'dep', 'dep', 'dep', 'dep', 'dep', 'dep']","[406, 198, 422, 106, 46, 359, 518, 425, 369, 91]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.03, 0.02, 0.15, 0.05, 0.09, 0.048, 0.0008, 0.03, 0.04, 0.18], [1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]","[106, 48, 110, 24, 6, 93, 137, 111, 98, 19]"
AI797,"[79104, 7888]","[0.3, 0.5]","['pg', 'dep']","[433, 429]","[0, 1]","[[0.3, 0.5], [0, 1]]","[114, 111]"
AI814,"[5365027, 14286]","[0.01, 0.001]","['paraffin oil', 'pg']","[253, 100]","[3, 0]","[[0.01, 0.001], [3, 0]]","[64, 24]"
AI851,"[9589, 31265]","[0.2, 0.01]","['pg', 'dep']","[530, 175]","[0, 1]","[[0.2, 0.01], [0, 1]]","[143, 43]"
AI856,[7888],[0.5],['dep'],[429],[1],"[[0.5], [1]]",[111]
AI884,"[9589, 7654]","[0.2, 0.1]","['pg', 'dep']","[530, 391]","[0, 1]","[[0.2, 0.1], [0, 1]]","[143, 104]"
AI897,"[31252, 7793]","[0.01, 0.01]","['pg', 'dep']","[163, 419]","[0, 1]","[[0.01, 0.01], [0, 1]]","[41, 110]"
AI926,"[31252, 326]","[0.01, 0.1]","['pg', 'dep']","[163, 192]","[0, 1]","[[0.01, 0.1], [0, 1]]","[41, 47]"
AI943,"[31252, 7749]","[0.01, 0.01]","['pg', 'dep']","[163, 398]","[0, 1]","[[0.01, 0.01], [0, 1]]","[41, 105]"
AI981,"[31252, 12367]","[0.01, 0.1]","['pg', 'dep']","[163, 88]","[0, 1]","[[0.01, 0.1], [0, 1]]","[41, 19]"
AI990,"[5365027, 10890]","[0.01, 0.05]","['paraffin oil', 'paraffin oil']","[253, 45]","[3, 3]","[[0.01, 0.05], [3, 3]]","[64, 6]"
AJ003,"[177, 31260, 7762, 18635, 62465]","[0.01, 0.3, 0.01, 5e-06, 0.05]","['pg', 'pg', 'pg', 'pg', 'pg']","[123, 172, 405, 129, 286]","[0, 0, 0, 0, 0]","[[0.01, 0.3, 0.01, 5e-06, 0.05], [0, 0, 0, 0, 0]]","[29, 42, 106, 30, 74]"
AJ008,"[5281168, 8375, 8118, 7762, 6184]","[0.001, 1.0, 0.0001, 0.01, 0.2]","['pg', 'nt', 'pg', 'pg', 'pg']","[230, 497, 483, 405, 275]","[0, 2, 0, 0, 0]","[[0.001, 1.0, 0.0001, 0.01, 0.2], [0, 2, 0, 0, 0]]","[56, 133, 128, 106, 70]"
AJ010,"[2345, 61527, 7762, 18635, 62465]","[0.01, 0.4, 0.01, 0.01, 0.2]","['pg', 'pg', 'pg', 'pg', 'pg']","[142, 266, 405, 127, 287]","[0, 0, 0, 0, 0]","[[0.01, 0.4, 0.01, 0.01, 0.2], [0, 0, 0, 0, 0]]","[35, 67, 106, 30, 74]"
AJ018,"[8094, 8454, 7047]","[0.4, 0.0001, 0.01]","['pg', 'pg', 'pg']","[478, 503, 342]","[0, 0, 0]","[[0.4, 0.0001, 0.01], [0, 0, 0]]","[127, 135, 88]"
AJ058,"[6560, 61527, 637564, 23642, 62465]","[0.5, 0.1, 0.3, 0.001, 0.001]","['pg', 'pg', 'pg', 'dep', 'pg']","[324, 265, 304, 145, 284]","[0, 0, 0, 1, 0]","[[0.5, 0.1, 0.3, 0.001, 0.001], [0, 0, 0, 1, 0]]","[82, 67, 77, 36, 74]"
AJ062,"[31260, 7765, 637511, 23642, 62465]","[0.3, 0.2, 0.0001, 0.001, 0.05]","['pg', 'pg', 'dep', 'dep', 'pg']","[172, 413, 297, 145, 286]","[0, 0, 1, 1, 0]","[[0.3, 0.2, 0.0001, 0.001, 0.05], [0, 0, 1, 1, 0]]","[42, 107, 76, 36, 74]"
AJ070,"[637511, 8051, 522674, 31252, 7966, 7363, 240, 8452, 11176, 7244]","[0.4, 0.01, 0.001, 0.001, 0.004, 0.003, 0.001, 0.2, 0.3, 0.001]","['dep', 'paraffin oil', 'dep', 'pg', 'mineral oil', 'pg', 'pg', 'pg', 'pg', 'pg']","[294, 465, 223, 160, 445, 376, 148, 500, 58, 361]","[1, 3, 1, 0, 4, 0, 0, 0, 0, 0]","[[0.4, 0.01, 0.001, 0.001, 0.004, 0.003, 0.001, 0.2, 0.3, 0.001], [1, 3, 1, 0, 4, 0, 0, 0, 0, 0]]","[76, 124, 54, 41, 118, 99, 37, 134, 8, 95]"
AJ108,"[7945, 637511, 27458]","[0.1, 0.01, 0.0005]","['pg', 'dep', 'pg']","[443, 293, 158]","[0, 1, 0]","[[0.1, 0.01, 0.0005], [0, 1, 0]]","[117, 76, 39]"
AJ119,"[10430, 7765, 7762, 23642, 62465]","[0.001, 0.2, 0.001, 0.08, 0.2]","['pg', 'pg', 'pg', 'dep', 'pg']","[22, 413, 401, 146, 287]","[0, 0, 0, 1, 0]","[[0.001, 0.2, 0.001, 0.08, 0.2], [0, 0, 0, 1, 0]]","[2, 107, 106, 36, 74]"
AJ191,"[10430, 5281168, 7765, 61527, 18635]","[0.1, 0.001, 0.0007, 0.001, 0.01]","['pg', 'pg', 'pg', 'pg', 'pg']","[24, 230, 414, 264, 127]","[0, 0, 0, 0, 0]","[[0.1, 0.001, 0.0007, 0.001, 0.01], [0, 0, 0, 0, 0]]","[2, 56, 107, 67, 30]"
AJ192,"[8785, 637511, 8051]","[0.05, 0.4, 0.0005]","['pg', 'dep', 'paraffin oil']","[508, 294, 472]","[0, 1, 3]","[[0.05, 0.4, 0.0005], [0, 1, 3]]","[136, 76, 124]"
AJ244,"[2345, 5281168, 8375, 7762, 637564]","[0.2, 0.08, 0.5, 0.001, 0.08]","['pg', 'pg', 'pg', 'pg', 'pg']","[143, 231, 496, 401, 303]","[0, 0, 0, 0, 0]","[[0.2, 0.08, 0.5, 0.001, 0.08], [0, 0, 0, 0, 0]]","[35, 56, 133, 106, 77]"
AJ261,"[2345, 31260, 8375, 7762, 6184]","[0.01, 0.08, 0.5, 0.1, 0.02]","['pg', 'pg', 'pg', 'pg', 'pg']","[142, 171, 496, 408, 274]","[0, 0, 0, 0, 0]","[[0.01, 0.08, 0.5, 0.1, 0.02], [0, 0, 0, 0, 0]]","[35, 42, 133, 106, 70]"
AJ266,"[637511, 522674, 31252, 61641, 7966, 7363, 8452, 11176, 7244, 6276]","[0.0001, 0.1, 0.2, 1e-05, 0.05, 0.003, 0.1, 0.08, 1.0, 0.2]","['dep', 'dep', 'pg', 'pg', 'mineral oil', 'pg', 'pg', 'pg', 'nt', 'pg']","[297, 224, 167, 269, 446, 376, 499, 56, 363, 290]","[1, 1, 0, 0, 4, 0, 0, 0, 2, 0]","[[0.0001, 0.1, 0.2, 1e-05, 0.05, 0.003, 0.1, 0.08, 1.0, 0.2], [1, 1, 0, 0, 4, 0, 0, 0, 2, 0]]","[76, 54, 41, 68, 118, 99, 134, 8, 95, 75]"
AJ283,"[7945, 11552, 27458]","[0.0001, 0.1, 0.3]","['pg', 'pg', 'pg']","[444, 66, 157]","[0, 0, 0]","[[0.0001, 0.1, 0.3], [0, 0, 0]]","[117, 12, 39]"
AJ316,"[11552, 7047, 14286]","[0.008, 0.1, 0.07]","['pg', 'pg', 'pg']","[64, 343, 108]","[0, 0, 0]","[[0.008, 0.1, 0.07], [0, 0, 0]]","[12, 88, 24]"
AJ334,"[8094, 10400, 8051]","[0.4, 0.05, 0.01]","['pg', 'pg', 'paraffin oil']","[478, 17, 465]","[0, 0, 3]","[[0.4, 0.05, 0.01], [0, 0, 3]]","[127, 1, 124]"
AJ356,"[1049, 8375, 7047]","[0.0007, 0.001, 0.1]","['pg', 'pg', 'pg']","[27, 495, 343]","[0, 0, 0]","[[0.0007, 0.001, 0.1], [0, 0, 0]]","[3, 133, 88]"
AJ380,"[7047, 6184, 20499]","[0.01, 0.2, 0.1]","['pg', 'pg', 'dep']","[342, 275, 135]","[0, 0, 1]","[[0.01, 0.2, 0.1], [0, 0, 1]]","[88, 70, 32]"
AJ413,"[8051, 7146, 522674, 8130, 20499, 7363, 240, 11176, 5363388, 7244]","[0.3, 0.001, 0.001, 0.0004, 0.1, 5e-05, 0.1, 0.3, 0.05, 0.5]","['paraffin oil', 'dep', 'dep', 'pg', 'dep', 'pg', 'pg', 'pg', 'pg', 'pg']","[469, 346, 223, 489, 135, 380, 152, 58, 247, 362]","[3, 1, 1, 0, 1, 0, 0, 0, 0, 0]","[[0.3, 0.001, 0.001, 0.0004, 0.1, 5e-05, 0.1, 0.3, 0.05, 0.5], [3, 1, 1, 0, 1, 0, 0, 0, 0, 0]]","[124, 91, 54, 130, 32, 99, 37, 8, 63, 95]"
AJ438,"[637511, 7146, 522674, 31252, 7966, 10430, 240, 5363388, 7244, 6276]","[0.01, 0.1, 0.001, 0.05, 0.004, 0.001, 0.4, 5e-05, 1.0, 0.2]","['dep', 'dep', 'dep', 'pg', 'mineral oil', 'pg', 'pg', 'pg', 'nt', 'pg']","[293, 347, 223, 164, 445, 22, 153, 248, 363, 290]","[1, 1, 1, 0, 4, 0, 0, 0, 2, 0]","[[0.01, 0.1, 0.001, 0.05, 0.004, 0.001, 0.4, 5e-05, 1.0, 0.2], [1, 1, 1, 0, 4, 0, 0, 0, 2, 0]]","[76, 91, 54, 41, 118, 2, 37, 63, 95, 75]"
AJ449,"[8094, 10430, 8375, 637511, 637564]","[0.005, 0.1, 0.001, 0.01, 0.3]","['pg', 'pg', 'pg', 'dep', 'pg']","[476, 24, 495, 293, 304]","[0, 0, 0, 1, 0]","[[0.005, 0.1, 0.001, 0.01, 0.3], [0, 0, 0, 1, 0]]","[127, 2, 133, 76, 77]"
AJ481,"[2345, 5281168, 8118, 6184, 23642]","[0.0005, 0.3, 0.01, 0.02, 0.001]","['pg', 'pg', 'pg', 'pg', 'dep']","[144, 232, 482, 274, 145]","[0, 0, 0, 0, 1]","[[0.0005, 0.3, 0.01, 0.02, 0.001], [0, 0, 0, 0, 1]]","[35, 56, 128, 70, 36]"
AJ487,"[2345, 177, 637511, 18635, 62465]","[0.0005, 0.1, 0.4, 5e-06, 0.001]","['pg', 'pg', 'dep', 'pg', 'pg']","[144, 124, 294, 129, 284]","[0, 0, 1, 0, 0]","[[0.0005, 0.1, 0.4, 5e-06, 0.001], [0, 0, 1, 0, 0]]","[35, 29, 76, 30, 74]"
AJ490,"[8094, 8375, 8051]","[0.005, 0.5, 0.3]","['pg', 'pg', 'paraffin oil']","[476, 496, 469]","[0, 0, 3]","[[0.005, 0.5, 0.3], [0, 0, 3]]","[127, 133, 124]"
AJ495,"[61325, 8118, 7762, 6184, 62465]","[0.2, 0.001, 0.1, 0.001, 0.05]","['pg', 'pg', 'pg', 'pg', 'pg']","[263, 481, 408, 273, 286]","[0, 0, 0, 0, 0]","[[0.2, 0.001, 0.1, 0.001, 0.05], [0, 0, 0, 0, 0]]","[66, 128, 106, 70, 74]"
AJ507,"[14286, 7966, 20499]","[0.005, 0.2, 0.001]","['pg', 'mineral oil', 'dep']","[101, 447, 132]","[0, 4, 1]","[[0.005, 0.2, 0.001], [0, 4, 1]]","[24, 118, 32]"
AJ522,"[240, 6184, 10400]","[0.4, 0.001, 0.05]","['pg', 'pg', 'pg']","[153, 273, 17]","[0, 0, 0]","[[0.4, 0.001, 0.05], [0, 0, 0]]","[37, 70, 1]"
AJ537,"[637511, 31252, 61641, 5282707, 20499, 7966, 8118, 8452, 5363388, 7244]","[0.0001, 0.001, 0.01, 0.1, 0.001, 0.05, 0.01, 0.2, 0.05, 0.5]","['dep', 'pg', 'pg', 'pg', 'dep', 'mineral oil', 'pg', 'pg', 'pg', 'pg']","[297, 160, 268, 240, 132, 446, 482, 500, 247, 362]","[1, 0, 0, 0, 1, 4, 0, 0, 0, 0]","[[0.0001, 0.001, 0.01, 0.1, 0.001, 0.05, 0.01, 0.2, 0.05, 0.5], [1, 0, 0, 0, 1, 4, 0, 0, 0, 0]]","[76, 41, 68, 58, 32, 118, 128, 134, 63, 95]"
AJ544,"[8051, 31252, 8130, 5282707, 7363, 10430, 11176, 5363388, 7244, 6276]","[0.01, 0.2, 0.1, 0.01, 0.0005, 0.01, 0.001, 0.005, 0.001, 0.5]","['paraffin oil', 'pg', 'pg', 'pg', 'pg', 'pg', 'pg', 'pg', 'pg', 'pg']","[465, 167, 487, 239, 379, 23, 55, 246, 361, 292]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[0.01, 0.2, 0.1, 0.01, 0.0005, 0.01, 0.001, 0.005, 0.001, 0.5], [3, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[124, 41, 130, 58, 99, 2, 8, 63, 95, 75]"
AJ573,"[240, 8454, 10400]","[0.001, 0.1, 0.001]","['pg', 'pg', 'pg']","[148, 502, 12]","[0, 0, 0]","[[0.001, 0.1, 0.001], [0, 0, 0]]","[37, 135, 1]"
AJ587,"[8094, 1049, 8144]","[0.1, 0.003, 1.0]","['pg', 'pg', 'nt']","[477, 25, 490]","[0, 0, 2]","[[0.1, 0.003, 1.0], [0, 0, 2]]","[127, 3, 131]"
AJ601,"[10430, 5281168, 31260, 7765, 61527]","[0.001, 0.08, 0.001, 0.2, 0.4]","['pg', 'pg', 'pg', 'pg', 'pg']","[22, 231, 170, 413, 266]","[0, 0, 0, 0, 0]","[[0.001, 0.08, 0.001, 0.2, 0.4], [0, 0, 0, 0, 0]]","[2, 56, 42, 107, 67]"
AJ626,"[8375, 7765, 6184, 637564, 23642]","[0.001, 0.008, 0.02, 0.001, 0.3]","['pg', 'pg', 'pg', 'pg', 'dep']","[495, 412, 274, 302, 147]","[0, 0, 0, 0, 1]","[[0.001, 0.008, 0.02, 0.001, 0.3], [0, 0, 0, 0, 1]]","[133, 107, 70, 77, 36]"
AJ639,"[240, 7945, 5368076]","[0.1, 0.005, 0.3]","['pg', 'pg', 'pg']","[152, 442, 259]","[0, 0, 0]","[[0.1, 0.005, 0.3], [0, 0, 0]]","[37, 117, 65]"
AJ647,"[8785, 11552, 14286]","[0.003, 0.008, 0.07]","['pg', 'pg', 'pg']","[504, 64, 108]","[0, 0, 0]","[[0.003, 0.008, 0.07], [0, 0, 0]]","[136, 12, 24]"
AJ657,"[177, 10430, 5281168, 6184, 18635]","[0.01, 0.01, 0.08, 0.2, 0.0005]","['pg', 'pg', 'pg', 'pg', 'pg']","[123, 23, 231, 275, 128]","[0, 0, 0, 0, 0]","[[0.01, 0.01, 0.08, 0.2, 0.0005], [0, 0, 0, 0, 0]]","[29, 2, 56, 70, 30]"
AJ661,"[177, 5281168, 6560, 7765, 23642]","[0.001, 0.3, 0.01, 0.0007, 0.3]","['pg', 'pg', 'pg', 'pg', 'dep']","[122, 232, 323, 414, 147]","[0, 0, 0, 0, 1]","[[0.001, 0.3, 0.01, 0.0007, 0.3], [0, 0, 0, 0, 1]]","[29, 56, 82, 107, 36]"
AJ728,"[8144, 7047, 10400]","[7e-05, 0.001, 0.2]","['dep', 'pg', 'pg']","[491, 341, 21]","[1, 0, 0]","[[7e-05, 0.001, 0.2], [1, 0, 0]]","[131, 88, 1]"
AJ733,"[1049, 8375, 5368076]","[0.01, 1.0, 0.001]","['pg', 'nt', 'pg']","[26, 497, 258]","[0, 2, 0]","[[0.01, 1.0, 0.001], [0, 2, 0]]","[3, 133, 65]"
