stimulus,CID,dilution,solvent,components,solvent_onehot,cmp_ids,dilution_weakness,dilution_info
AL360,"[8129, 8060, 92844, 7583, 31272]","[0.004, 0.005, 0.2, 0.3, 0.001]","['mineral oil', 'pg', 'pg', 'dep', 'pg']","[484, 474, 528, 386, 179]","[4, 0, 0, 1, 0]","[129, 125, 141, 102, 44]","[0.0, 0.0, 1.0, 1.0, 0.0]","[[0.004, 0.005, 0.2, 0.3, 0.001], [4, 0, 0, 1, 0], [0.0, 0.0, 1.0, 1.0, 0.0]]"
AL378,"[439570, 326, 31252, 8892, 7916, 8129, 11781, 7583, 31272, 8093]","[0.3, 0.01, 0.2, 0.2, 0.1, 0.004, 0.05, 0.3, 0.001, 1.0]","['pg', 'pg', 'mineral oil', 'pg', 'pg', 'mineral oil', 'dep', 'dep', 'pg', 'nt']","[216, 189, 166, 523, 434, 484, 73, 386, 179, 475]","[0, 0, 4, 0, 0, 4, 1, 1, 0, 2]","[50, 47, 41, 138, 115, 129, 15, 102, 44, 126]","[0.49579831932773105, 0.03171953255425709, 0.19919919919919923, 0.19436052366565962, 0.0999099909990999, 0.0, 1.0, 1.0, 0.0, 1.0]","[[0.3, 0.01, 0.2, 0.2, 0.1, 0.004, 0.05, 0.3, 0.001, 1.0], [0, 0, 4, 0, 0, 4, 1, 1, 0, 2], [0.49579831932773105, 0.03171953255425709, 0.19919919919919923, 0.19436052366565962, 0.0999099909990999, 0.0, 1.0, 1.0, 0.0, 1.0]]"
AL388,"[31252, 92844, 31272, 4657, 798]","[0.2, 0.2, 0.001, 0.3, 0.008]","['mineral oil', 'pg', 'pg', 'pg', 'pg']","[166, 528, 179, 221, 452]","[4, 0, 0, 0, 0]","[41, 141, 44, 53, 120]","[0.19919919919919923, 1.0, 0.0, 1.0, 0.035175879396984924]","[[0.2, 0.2, 0.001, 0.3, 0.008], [4, 0, 0, 0, 0], [0.19919919919919923, 1.0, 0.0, 1.0, 0.035175879396984924]]"
AL389,"[32594, 6561, 326, 92844, 798]","[0.2, 0.1, 0.01, 0.2, 0.008]","['pg', 'pg', 'pg', 'pg', 'pg']","[185, 326, 189, 528, 452]","[0, 0, 0, 0, 0]","[46, 83, 47, 141, 120]","[1.0, 1.0, 0.03171953255425709, 1.0, 0.035175879396984924]","[[0.2, 0.1, 0.01, 0.2, 0.008], [0, 0, 0, 0, 0], [1.0, 1.0, 0.03171953255425709, 1.0, 0.035175879396984924]]"
AL397,"[32594, 31252, 8118, 11781, 798]","[0.2, 0.2, 0.01, 0.05, 0.008]","['pg', 'mineral oil', 'pg', 'dep', 'pg']","[185, 166, 482, 73, 452]","[0, 4, 0, 1, 0]","[46, 41, 128, 15, 120]","[1.0, 0.19919919919919923, 1.0, 1.0, 0.035175879396984924]","[[0.2, 0.2, 0.01, 0.05, 0.008], [0, 4, 0, 1, 0], [1.0, 0.19919919919919923, 1.0, 1.0, 0.035175879396984924]]"
AL402,"[6561, 8060, 92844, 7583, 61918]","[0.1, 0.005, 0.2, 0.3, 0.2]","['pg', 'pg', 'pg', 'dep', 'pg']","[326, 474, 528, 386, 280]","[0, 0, 0, 1, 0]","[83, 125, 141, 102, 71]","[1.0, 0.0, 1.0, 1.0, 1.0]","[[0.1, 0.005, 0.2, 0.3, 0.2], [0, 0, 0, 1, 0], [1.0, 0.0, 1.0, 1.0, 1.0]]"
AL409,"[62444, 32594, 8130, 326, 27458, 92844, 11781, 31272, 700, 8093]","[5e-05, 0.2, 0.001, 0.01, 0.0005, 0.2, 0.05, 0.001, 0.5, 1.0]","['pg', 'pg', 'pg', 'pg', 'pg', 'pg', 'dep', 'pg', 'pg', 'nt']","[283, 185, 485, 189, 158, 528, 73, 179, 340, 475]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 2]","[73, 46, 130, 47, 39, 141, 15, 44, 87, 126]","[0.0, 1.0, 0.006024096385542168, 0.03171953255425709, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0]","[[5e-05, 0.2, 0.001, 0.01, 0.0005, 0.2, 0.05, 0.001, 0.5, 1.0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 2], [0.0, 1.0, 0.006024096385542168, 0.03171953255425709, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0]]"
AL415,"[6561, 326, 92844, 31272, 61918]","[0.1, 0.01, 0.2, 0.001, 0.2]","['pg', 'pg', 'pg', 'pg', 'pg']","[326, 189, 528, 179, 280]","[0, 0, 0, 0, 0]","[83, 47, 141, 44, 71]","[1.0, 0.03171953255425709, 1.0, 0.0, 1.0]","[[0.1, 0.01, 0.2, 0.001, 0.2], [0, 0, 0, 0, 0], [1.0, 0.03171953255425709, 1.0, 0.0, 1.0]]"
AL417,"[62444, 439570, 7969, 326, 31252, 7792, 92844, 5281167, 31272, 8093]","[5e-05, 0.3, 1e-06, 0.01, 0.2, 1.0, 0.2, 0.08, 0.001, 1.0]","['pg', 'pg', 'pg', 'pg', 'mineral oil', 'nt', 'pg', 'pg', 'pg', 'nt']","[283, 216, 451, 189, 166, 417, 528, 226, 179, 475]","[0, 0, 0, 0, 4, 2, 0, 0, 0, 2]","[73, 50, 119, 47, 41, 109, 141, 55, 44, 126]","[0.0, 0.49579831932773105, 0.0, 0.03171953255425709, 0.19919919919919923, 1.0, 1.0, 0.0, 0.0, 1.0]","[[5e-05, 0.3, 1e-06, 0.01, 0.2, 1.0, 0.2, 0.08, 0.001, 1.0], [0, 0, 0, 0, 4, 2, 0, 0, 0, 2], [0.0, 0.49579831932773105, 0.0, 0.03171953255425709, 0.19919919919919923, 1.0, 1.0, 0.0, 0.0, 1.0]]"
AL426,"[8060, 92844, 11781, 61918, 798]","[0.005, 0.2, 0.05, 0.2, 0.008]","['pg', 'pg', 'dep', 'pg', 'pg']","[474, 528, 73, 280, 452]","[0, 0, 1, 0, 0]","[125, 141, 15, 71, 120]","[0.0, 1.0, 1.0, 1.0, 0.035175879396984924]","[[0.005, 0.2, 0.05, 0.2, 0.008], [0, 0, 1, 0, 0], [0.0, 1.0, 1.0, 1.0, 0.035175879396984924]]"
AL453,"[6561, 326, 31252, 31272, 798]","[0.1, 0.01, 0.2, 0.001, 0.008]","['pg', 'pg', 'mineral oil', 'pg', 'pg']","[326, 189, 166, 179, 452]","[0, 0, 4, 0, 0]","[83, 47, 41, 44, 120]","[1.0, 0.03171953255425709, 0.19919919919919923, 0.0, 0.035175879396984924]","[[0.1, 0.01, 0.2, 0.001, 0.008], [0, 0, 4, 0, 0], [1.0, 0.03171953255425709, 0.19919919919919923, 0.0, 0.035175879396984924]]"
AL454,"[5282707, 7792, 8129, 92844, 11781, 31272, 4657, 700, 61918, 8093]","[0.01, 1.0, 0.004, 0.2, 0.05, 0.001, 0.3, 0.5, 0.2, 1.0]","['pg', 'nt', 'mineral oil', 'pg', 'dep', 'pg', 'pg', 'pg', 'pg', 'nt']","[239, 417, 484, 528, 73, 179, 221, 340, 280, 475]","[0, 2, 4, 0, 1, 0, 0, 0, 0, 2]","[58, 109, 129, 141, 15, 44, 53, 87, 71, 126]","[0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0]","[[0.01, 1.0, 0.004, 0.2, 0.05, 0.001, 0.3, 0.5, 0.2, 1.0], [0, 2, 4, 0, 1, 0, 0, 0, 0, 2], [0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0]]"
AL508,"[32594, 8130, 6561, 7583, 31272]","[0.2, 0.001, 0.1, 0.3, 0.001]","['pg', 'pg', 'pg', 'dep', 'pg']","[185, 485, 326, 386, 179]","[0, 0, 0, 1, 0]","[46, 130, 83, 102, 44]","[1.0, 0.006024096385542168, 1.0, 1.0, 0.0]","[[0.2, 0.001, 0.1, 0.3, 0.001], [0, 0, 0, 1, 0], [1.0, 0.006024096385542168, 1.0, 1.0, 0.0]]"
AL520,"[62444, 8060, 92844, 7583, 4657]","[5e-05, 0.005, 0.2, 0.3, 0.3]","['pg', 'pg', 'pg', 'dep', 'pg']","[283, 474, 528, 386, 221]","[0, 0, 0, 1, 0]","[73, 125, 141, 102, 53]","[0.0, 0.0, 1.0, 1.0, 1.0]","[[5e-05, 0.005, 0.2, 0.3, 0.3], [0, 0, 0, 1, 0], [0.0, 0.0, 1.0, 1.0, 1.0]]"
AL538,"[8130, 8892, 11781, 8034, 31272]","[0.001, 0.2, 0.05, 0.001, 0.001]","['pg', 'pg', 'dep', 'pg', 'pg']","[485, 523, 73, 460, 179]","[0, 0, 1, 0, 0]","[130, 138, 15, 122, 44]","[0.006024096385542168, 0.19436052366565962, 1.0, 0.0, 0.0]","[[0.001, 0.2, 0.05, 0.001, 0.001], [0, 0, 1, 0, 0], [0.006024096385542168, 0.19436052366565962, 1.0, 0.0, 0.0]]"
AL541,"[62444, 6561, 439570, 31252, 27458, 5282707, 7916, 11781, 7583, 700]","[5e-05, 0.1, 0.3, 0.2, 0.0005, 0.01, 0.1, 0.05, 0.3, 0.5]","['pg', 'pg', 'pg', 'mineral oil', 'pg', 'pg', 'pg', 'dep', 'dep', 'pg']","[283, 326, 216, 166, 158, 239, 434, 73, 386, 340]","[0, 0, 0, 4, 0, 0, 0, 1, 1, 0]","[73, 83, 50, 41, 39, 58, 115, 15, 102, 87]","[0.0, 1.0, 0.49579831932773105, 0.19919919919919923, 0.0, 0.0, 0.0999099909990999, 1.0, 1.0, 1.0]","[[5e-05, 0.1, 0.3, 0.2, 0.0005, 0.01, 0.1, 0.05, 0.3, 0.5], [0, 0, 0, 4, 0, 0, 0, 1, 1, 0], [0.0, 1.0, 0.49579831932773105, 0.19919919919919923, 0.0, 0.0, 0.0999099909990999, 1.0, 1.0, 1.0]]"
AL542,"[31252, 8060, 92844, 7583, 61918]","[0.2, 0.005, 0.2, 0.3, 0.2]","['mineral oil', 'pg', 'pg', 'dep', 'pg']","[166, 474, 528, 386, 280]","[4, 0, 0, 1, 0]","[41, 125, 141, 102, 71]","[0.19919919919919923, 0.0, 1.0, 1.0, 1.0]","[[0.2, 0.005, 0.2, 0.3, 0.2], [4, 0, 0, 1, 0], [0.19919919919919923, 0.0, 1.0, 1.0, 1.0]]"
AL581,"[32594, 8129, 8060, 92844, 5281167]","[0.2, 0.004, 0.005, 0.2, 0.08]","['pg', 'mineral oil', 'pg', 'pg', 'pg']","[185, 484, 474, 528, 226]","[0, 4, 0, 0, 0]","[46, 129, 125, 141, 55]","[1.0, 0.0, 0.0, 1.0, 0.0]","[[0.2, 0.004, 0.005, 0.2, 0.08], [0, 4, 0, 0, 0], [1.0, 0.0, 0.0, 1.0, 0.0]]"
AL612,"[326, 8060, 7583, 31272, 61918]","[0.01, 0.005, 0.3, 0.001, 0.2]","['pg', 'pg', 'dep', 'pg', 'pg']","[189, 474, 386, 179, 280]","[0, 0, 1, 0, 0]","[47, 125, 102, 44, 71]","[0.03171953255425709, 0.0, 1.0, 0.0, 1.0]","[[0.01, 0.005, 0.3, 0.001, 0.2], [0, 0, 1, 0, 0], [0.03171953255425709, 0.0, 1.0, 0.0, 1.0]]"
AL613,"[32594, 8892, 8118, 92844, 7583]","[0.2, 0.2, 0.01, 0.2, 0.3]","['pg', 'pg', 'pg', 'pg', 'dep']","[185, 523, 482, 528, 386]","[0, 0, 0, 0, 1]","[46, 138, 128, 141, 102]","[1.0, 0.19436052366565962, 1.0, 1.0, 1.0]","[[0.2, 0.2, 0.01, 0.2, 0.3], [0, 0, 0, 0, 1], [1.0, 0.19436052366565962, 1.0, 1.0, 1.0]]"
AL650,"[62444, 439570, 326, 31252, 8892, 27458, 92844, 11781, 8034, 7583]","[5e-05, 0.3, 0.01, 0.2, 0.2, 0.0005, 0.2, 0.05, 0.001, 0.3]","['pg', 'pg', 'pg', 'mineral oil', 'pg', 'pg', 'pg', 'dep', 'pg', 'dep']","[283, 216, 189, 166, 523, 158, 528, 73, 460, 386]","[0, 0, 0, 4, 0, 0, 0, 1, 0, 1]","[73, 50, 47, 41, 138, 39, 141, 15, 122, 102]","[0.0, 0.49579831932773105, 0.03171953255425709, 0.19919919919919923, 0.19436052366565962, 0.0, 1.0, 1.0, 0.0, 1.0]","[[5e-05, 0.3, 0.01, 0.2, 0.2, 0.0005, 0.2, 0.05, 0.001, 0.3], [0, 0, 0, 4, 0, 0, 0, 1, 0, 1], [0.0, 0.49579831932773105, 0.03171953255425709, 0.19919919919919923, 0.19436052366565962, 0.0, 1.0, 1.0, 0.0, 1.0]]"
AL657,"[439570, 326, 31252, 27458, 8129, 11781, 5281167, 7583, 4657, 8093]","[0.3, 0.01, 0.2, 0.0005, 0.004, 0.05, 0.08, 0.3, 0.3, 1.0]","['pg', 'pg', 'mineral oil', 'pg', 'mineral oil', 'dep', 'pg', 'dep', 'pg', 'nt']","[216, 189, 166, 158, 484, 73, 226, 386, 221, 475]","[0, 0, 4, 0, 4, 1, 0, 1, 0, 2]","[50, 47, 41, 39, 129, 15, 55, 102, 53, 126]","[0.49579831932773105, 0.03171953255425709, 0.19919919919919923, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0]","[[0.3, 0.01, 0.2, 0.0005, 0.004, 0.05, 0.08, 0.3, 0.3, 1.0], [0, 0, 4, 0, 4, 1, 0, 1, 0, 2], [0.49579831932773105, 0.03171953255425709, 0.19919919919919923, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0]]"
AL679,"[62444, 8130, 7969, 5282707, 7792, 92844, 11781, 8034, 7583, 700]","[5e-05, 0.001, 1e-06, 0.01, 1.0, 0.2, 0.05, 0.001, 0.3, 0.5]","['pg', 'pg', 'pg', 'pg', 'nt', 'pg', 'dep', 'pg', 'dep', 'pg']","[283, 485, 451, 239, 417, 528, 73, 460, 386, 340]","[0, 0, 0, 0, 2, 0, 1, 0, 1, 0]","[73, 130, 119, 58, 109, 141, 15, 122, 102, 87]","[0.0, 0.006024096385542168, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0]","[[5e-05, 0.001, 1e-06, 0.01, 1.0, 0.2, 0.05, 0.001, 0.3, 0.5], [0, 0, 0, 0, 2, 0, 1, 0, 1, 0], [0.0, 0.006024096385542168, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0]]"
AL694,"[8130, 6561, 27458, 7792, 7916, 8129, 11781, 31272, 4657, 8093]","[0.001, 0.1, 0.0005, 1.0, 0.1, 0.004, 0.05, 0.001, 0.3, 1.0]","['pg', 'pg', 'pg', 'nt', 'pg', 'mineral oil', 'dep', 'pg', 'pg', 'nt']","[485, 326, 158, 417, 434, 484, 73, 179, 221, 475]","[0, 0, 0, 2, 0, 4, 1, 0, 0, 2]","[130, 83, 39, 109, 115, 129, 15, 44, 53, 126]","[0.006024096385542168, 1.0, 0.0, 1.0, 0.0999099909990999, 0.0, 1.0, 0.0, 1.0, 1.0]","[[0.001, 0.1, 0.0005, 1.0, 0.1, 0.004, 0.05, 0.001, 0.3, 1.0], [0, 0, 0, 2, 0, 4, 1, 0, 0, 2], [0.006024096385542168, 1.0, 0.0, 1.0, 0.0999099909990999, 0.0, 1.0, 0.0, 1.0, 1.0]]"
AL705,"[8060, 92844, 31272, 61918, 798]","[0.005, 0.2, 0.001, 0.2, 0.008]","['pg', 'pg', 'pg', 'pg', 'pg']","[474, 528, 179, 280, 452]","[0, 0, 0, 0, 0]","[125, 141, 44, 71, 120]","[0.0, 1.0, 0.0, 1.0, 0.035175879396984924]","[[0.005, 0.2, 0.001, 0.2, 0.008], [0, 0, 0, 0, 0], [0.0, 1.0, 0.0, 1.0, 0.035175879396984924]]"
AL728,"[32594, 8130, 8060, 92844, 7583]","[0.2, 0.001, 0.005, 0.2, 0.3]","['pg', 'pg', 'pg', 'pg', 'dep']","[185, 485, 474, 528, 386]","[0, 0, 0, 0, 1]","[46, 130, 125, 141, 102]","[1.0, 0.006024096385542168, 0.0, 1.0, 1.0]","[[0.2, 0.001, 0.005, 0.2, 0.3], [0, 0, 0, 0, 1], [1.0, 0.006024096385542168, 0.0, 1.0, 1.0]]"
AL790,"[6561, 326, 92844, 8034, 31272]","[0.1, 0.01, 0.2, 0.001, 0.001]","['pg', 'pg', 'pg', 'pg', 'pg']","[326, 189, 528, 460, 179]","[0, 0, 0, 0, 0]","[83, 47, 141, 122, 44]","[1.0, 0.03171953255425709, 1.0, 0.0, 0.0]","[[0.1, 0.01, 0.2, 0.001, 0.001], [0, 0, 0, 0, 0], [1.0, 0.03171953255425709, 1.0, 0.0, 0.0]]"
AL806,"[8130, 92844, 8034, 7583, 798]","[0.001, 0.2, 0.001, 0.3, 0.008]","['pg', 'pg', 'pg', 'dep', 'pg']","[485, 528, 460, 386, 452]","[0, 0, 0, 1, 0]","[130, 141, 122, 102, 120]","[0.006024096385542168, 1.0, 0.0, 1.0, 0.035175879396984924]","[[0.001, 0.2, 0.001, 0.3, 0.008], [0, 0, 0, 1, 0], [0.006024096385542168, 1.0, 0.0, 1.0, 0.035175879396984924]]"
AL822,"[8130, 7969, 5282707, 7792, 8129, 92844, 5281167, 7583, 31272, 61918]","[0.001, 1e-06, 0.01, 1.0, 0.004, 0.2, 0.08, 0.3, 0.001, 0.2]","['pg', 'pg', 'pg', 'nt', 'mineral oil', 'pg', 'pg', 'dep', 'pg', 'pg']","[485, 451, 239, 417, 484, 528, 226, 386, 179, 280]","[0, 0, 0, 2, 4, 0, 0, 1, 0, 0]","[130, 119, 58, 109, 129, 141, 55, 102, 44, 71]","[0.006024096385542168, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0]","[[0.001, 1e-06, 0.01, 1.0, 0.004, 0.2, 0.08, 0.3, 0.001, 0.2], [0, 0, 0, 2, 4, 0, 0, 1, 0, 0], [0.006024096385542168, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0]]"
AL860,"[8130, 6561, 11781, 7583, 4657]","[0.001, 0.1, 0.05, 0.3, 0.3]","['pg', 'pg', 'dep', 'dep', 'pg']","[485, 326, 73, 386, 221]","[0, 0, 1, 1, 0]","[130, 83, 15, 102, 53]","[0.006024096385542168, 1.0, 1.0, 1.0, 1.0]","[[0.001, 0.1, 0.05, 0.3, 0.3], [0, 0, 1, 1, 0], [0.006024096385542168, 1.0, 1.0, 1.0, 1.0]]"
AL869,"[62444, 32594, 31252, 27458, 7916, 8129, 31272, 4657, 700, 8093]","[5e-05, 0.2, 0.2, 0.0005, 0.1, 0.004, 0.001, 0.3, 0.5, 1.0]","['pg', 'pg', 'mineral oil', 'pg', 'pg', 'mineral oil', 'pg', 'pg', 'pg', 'nt']","[283, 185, 166, 158, 434, 484, 179, 221, 340, 475]","[0, 0, 4, 0, 0, 4, 0, 0, 0, 2]","[73, 46, 41, 39, 115, 129, 44, 53, 87, 126]","[0.0, 1.0, 0.19919919919919923, 0.0, 0.0999099909990999, 0.0, 0.0, 1.0, 1.0, 1.0]","[[5e-05, 0.2, 0.2, 0.0005, 0.1, 0.004, 0.001, 0.3, 0.5, 1.0], [0, 0, 4, 0, 0, 4, 0, 0, 0, 2], [0.0, 1.0, 0.19919919919919923, 0.0, 0.0999099909990999, 0.0, 0.0, 1.0, 1.0, 1.0]]"
AL883,"[439570, 7969, 27458, 5282707, 8129, 8034, 7583, 4657, 700, 61918]","[0.3, 1e-06, 0.0005, 0.01, 0.004, 0.001, 0.3, 0.3, 0.5, 0.2]","['pg', 'pg', 'pg', 'pg', 'mineral oil', 'pg', 'dep', 'pg', 'pg', 'pg']","[216, 451, 158, 239, 484, 460, 386, 221, 340, 280]","[0, 0, 0, 0, 4, 0, 1, 0, 0, 0]","[50, 119, 39, 58, 129, 122, 102, 53, 87, 71]","[0.49579831932773105, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]","[[0.3, 1e-06, 0.0005, 0.01, 0.004, 0.001, 0.3, 0.3, 0.5, 0.2], [0, 0, 0, 0, 4, 0, 1, 0, 0, 0], [0.49579831932773105, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]]"
AL933,"[8130, 6561, 439570, 326, 5282707, 7792, 7916, 8129, 11781, 8034]","[0.001, 0.1, 0.3, 0.01, 0.01, 1.0, 0.1, 0.004, 0.05, 0.001]","['pg', 'pg', 'pg', 'pg', 'pg', 'nt', 'pg', 'mineral oil', 'dep', 'pg']","[485, 326, 216, 189, 239, 417, 434, 484, 73, 460]","[0, 0, 0, 0, 0, 2, 0, 4, 1, 0]","[130, 83, 50, 47, 58, 109, 115, 129, 15, 122]","[0.006024096385542168, 1.0, 0.49579831932773105, 0.03171953255425709, 0.0, 1.0, 0.0999099909990999, 0.0, 1.0, 0.0]","[[0.001, 0.1, 0.3, 0.01, 0.01, 1.0, 0.1, 0.004, 0.05, 0.001], [0, 0, 0, 0, 0, 2, 0, 4, 1, 0], [0.006024096385542168, 1.0, 0.49579831932773105, 0.03171953255425709, 0.0, 1.0, 0.0999099909990999, 0.0, 1.0, 0.0]]"
AL944,"[62444, 32594, 8130, 439570, 7792, 92844, 11781, 5281167, 7583, 4657]","[5e-05, 0.2, 0.001, 0.3, 1.0, 0.2, 0.05, 0.08, 0.3, 0.3]","['pg', 'pg', 'pg', 'pg', 'nt', 'pg', 'dep', 'pg', 'dep', 'pg']","[283, 185, 485, 216, 417, 528, 73, 226, 386, 221]","[0, 0, 0, 0, 2, 0, 1, 0, 1, 0]","[73, 46, 130, 50, 109, 141, 15, 55, 102, 53]","[0.0, 1.0, 0.006024096385542168, 0.49579831932773105, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0]","[[5e-05, 0.2, 0.001, 0.3, 1.0, 0.2, 0.05, 0.08, 0.3, 0.3], [0, 0, 0, 0, 2, 0, 1, 0, 1, 0], [0.0, 1.0, 0.006024096385542168, 0.49579831932773105, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0]]"
AL950,"[62444, 8130, 7969, 31252, 8129, 11781, 5281167, 7583, 31272, 8093]","[5e-05, 0.001, 1e-06, 0.2, 0.004, 0.05, 0.08, 0.3, 0.001, 1.0]","['pg', 'pg', 'pg', 'mineral oil', 'mineral oil', 'dep', 'pg', 'dep', 'pg', 'nt']","[283, 485, 451, 166, 484, 73, 226, 386, 179, 475]","[0, 0, 0, 4, 4, 1, 0, 1, 0, 2]","[73, 130, 119, 41, 129, 15, 55, 102, 44, 126]","[0.0, 0.006024096385542168, 0.0, 0.19919919919919923, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0]","[[5e-05, 0.001, 1e-06, 0.2, 0.004, 0.05, 0.08, 0.3, 0.001, 1.0], [0, 0, 0, 4, 4, 1, 0, 1, 0, 2], [0.0, 0.006024096385542168, 0.0, 0.19919919919919923, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0]]"
AL973,"[6561, 92844, 11781, 5281167, 4657]","[0.1, 0.2, 0.05, 0.08, 0.3]","['pg', 'pg', 'dep', 'pg', 'pg']","[326, 528, 73, 226, 221]","[0, 0, 1, 0, 0]","[83, 141, 15, 55, 53]","[1.0, 1.0, 1.0, 0.0, 1.0]","[[0.1, 0.2, 0.05, 0.08, 0.3], [0, 0, 1, 0, 0], [1.0, 1.0, 1.0, 0.0, 1.0]]"
AM019,"[3314, 7909, 7969, 2758778, 7335, 6920, 5365027, 10400, 8892, 7344]","[0.1, 0.001, 1e-05, 0.01, 0.1, 0.07, 0.01, 0.03, 0.04, 0.15]","['dep', 'pg', 'pg', 'pg', 'pg', 'pg', 'paraffin oil', 'paraffin oil', 'pg', 'dep']","[200, 432, 450, 159, 364, 334, 253, 16, 520, 370]","[1, 0, 0, 0, 0, 0, 3, 3, 0, 1]","[48, 113, 119, 40, 96, 85, 64, 1, 138, 98]","[0.48717948717948717, 1.0, 0.09090909090909091, 1.0, 1.0, 0.17613636363636367, 0.03010033444816054, 0.14572864321608037, 0.03323262839879154, 0.7435897435897435]","[[0.1, 0.001, 1e-05, 0.01, 0.1, 0.07, 0.01, 0.03, 0.04, 0.15], [1, 0, 0, 0, 0, 0, 3, 3, 0, 1], [0.48717948717948717, 1.0, 0.09090909090909091, 1.0, 1.0, 0.17613636363636367, 0.03010033444816054, 0.14572864321608037, 0.03323262839879154, 0.7435897435897435]]"
AM043,"[91497, 325, 7969, 1140, 8858]","[1.0, 0.2, 1e-05, 0.01, 0.01]","['nt', 'pg', 'pg', 'pg', 'dep']","[526, 184, 450, 60, 514]","[2, 0, 0, 0, 1]","[139, 45, 119, 10, 137]","[1.0, 1.0, 0.09090909090909091, 1.0, 0.19913419913419914]","[[1.0, 0.2, 1e-05, 0.01, 0.01], [2, 0, 0, 0, 1], [1.0, 1.0, 0.09090909090909091, 1.0, 0.19913419913419914]]"
AM064,"[114533, 31265, 79104, 8892, 12367]","[0.1, 0.01, 0.3, 0.04, 0.1]","['pg', 'dep', 'pg', 'pg', 'dep']","[61, 175, 433, 520, 88]","[0, 1, 0, 0, 1]","[11, 43, 114, 138, 19]","[1.0, 0.09909909909909911, 1.0, 0.03323262839879154, 0.46666666666666673]","[[0.1, 0.01, 0.3, 0.04, 0.1], [0, 1, 0, 0, 1], [1.0, 0.09909909909909911, 1.0, 0.03323262839879154, 0.46666666666666673]]"
AM082,"[7762, 11552, 79104, 11702, 31252, 8051, 10882, 8892, 7793, 7150]","[0.01, 0.01, 0.3, 0.1, 0.01, 0.001, 0.001, 0.04, 0.01, 0.05]","['pg', 'pg', 'pg', 'pg', 'pg', 'paraffin oil', 'paraffin oil', 'pg', 'dep', 'dep']","[405, 65, 433, 69, 163, 463, 31, 520, 419, 352]","[0, 0, 0, 0, 0, 3, 3, 0, 1, 1]","[106, 12, 114, 13, 41, 124, 4, 138, 110, 92]","[0.09274193548387095, 0.09547738693467335, 1.0, 1.0, 0.00900900900900901, 0.0013175230566534915, 0.030100334448160536, 0.03323262839879154, 0.01408450704225352, 0.6245306633291615]","[[0.01, 0.01, 0.3, 0.1, 0.01, 0.001, 0.001, 0.04, 0.01, 0.05], [0, 0, 0, 0, 0, 3, 3, 0, 1, 1], [0.09274193548387095, 0.09547738693467335, 1.0, 1.0, 0.00900900900900901, 0.0013175230566534915, 0.030100334448160536, 0.03323262839879154, 0.01408450704225352, 0.6245306633291615]]"
AM103,"[16590, 83623, 12180, 79104, 31252, 10890, 10882, 8892, 14514, 7344]","[0.001, 0.001, 0.01, 0.3, 0.01, 0.05, 0.001, 0.04, 0.1, 0.15]","['pg', 'pg', 'pg', 'pg', 'pg', 'paraffin oil', 'paraffin oil', 'pg', 'pg', 'dep']","[121, 493, 79, 433, 163, 45, 31, 520, 114, 370]","[0, 0, 0, 0, 0, 3, 3, 0, 0, 1]","[28, 132, 16, 114, 41, 6, 4, 138, 25, 98]","[1.0, 1.0, 0.041916167664670656, 1.0, 0.00900900900900901, 0.07964601769911506, 0.030100334448160536, 0.03323262839879154, 0.2184010719071014, 0.7435897435897435]","[[0.001, 0.001, 0.01, 0.3, 0.01, 0.05, 0.001, 0.04, 0.1, 0.15], [0, 0, 0, 0, 0, 3, 3, 0, 0, 1], [1.0, 1.0, 0.041916167664670656, 1.0, 0.00900900900900901, 0.07964601769911506, 0.030100334448160536, 0.03323262839879154, 0.2184010719071014, 0.7435897435897435]]"
