CID,SMILES
1461,CCCCCCOC(C)OCC
1462,CCCCCCC(CC)OC(C)=O
1463,CCCCCCCCC(OCC)OCC
1464,CC(=O)Sc1cc(C)oc1C
1465,CC(=O)Sc1ccoc1C
1466,CCCCCCCCCC(=O)OCCCCCCC
1467,CCCCCCCCC(=O)OCCCCC
1468,CCCCCCCCCC(C)C(OC)OC
1469,CC(C)=CCCC1(C)OCC(C)O1
1470,CC1CCC(C(C)C)C(OC(=O)C(C)C)C1
1471,CC1CCC2CC1SC2(C)C
1472,CC1CCC(CO)C(C)C1
1473,COc1cc(C2OCC(C)O2)ccc1O
1474,CCOc1cc(C2OCC(C)O2)ccc1O
1475,CC(C)=CCCC(C)CCOC(=O)c1ccccc1N
1476,CCCC(=O)OC1=C(C)CCC1=O
1477,CC(C)=CCOC=O
1478,CCC(=O)Oc1c(C)occc1=O
1479,CC1=CC=C2C(C)(C)CCCC2(C)O1
1480,CCCCC(C)OC(C)=O
1481,CC(C)CCCC(C)CC=O
1482,CCCCCC(O)CC(=O)OCC
1483,CCCCCCCCCCCC1CCCC(=O)O1
1484,CCCCCCCCC1CCCC(=O)O1
1485,CC(=O)OC(C)(C)C1CC=C(C)CC1
1486,CC(C)=CCCC(C)CCOC(=O)CC(C)C
1487,C=CCOC(=O)COC1CCCCC1
1488,CCC(=O)OCC(C)OC(=O)CC
1489,CCOC(=O)C(O)CC(C)C
1490,C=CC(C)(CCC=C(C)C)OC(=O)CCCC
1491,CC(=O)OCCCCCCCC(C)C
1492,COC(C)(C)CCCC(C)C=O
1493,COCc1cnccn1
1494,CCC(C)COC(=O)C=C(C)C
1495,CC1CC(C)(c2ccccc2)CO1
1496,CCCCCC(=O)OCCC(C)CCC=C(C)C
1497,CCCCCCCCCCCC=CC=O
1498,CCOC(=O)CCC(C)C
1499,CCCCCC1=CCCC1=O
1500,CC(C)c1ccc(C(C)C=O)cc1
1501,CCC(C)SC(=O)C=C(C)C
1502,CCCC(CCCC(=O)OCC)OC(C)=O
1503,C=CC(CCC)OC(C)=O
1504,CCCCCCOC(CCCCC)OCCCCCC
1505,CC(C)CC(=O)SC(C)C
1506,CC(C)=CC(=O)SC(C)C
1507,C=CCCCCCCC(C)=O
1508,CC(C)CC=NCCC(C)C
1509,C=CCCCCCCCC(C)=O
1510,C=C1C(O)CC23CC1C(C)(C)C2CCC3C
1511,Cc1ccc2c(c1)OCC(=O)CO2
1512,CCc1nc(C)oc1C
1513,C=C1C(=O)CC2CC1C2(C)C
1514,CC1=CC=CCC1
1515,CCCCCCCCCC(=O)OCC(C)C
1516,CCCCCCCCCC(=O)OCCC
1517,CCCCCCC(C(C)=O)C(=O)OCC
1518,CSCS
1519,CCOc1nccnc1C
1520,CCSSC
1521,C=CCCCCCCCCCC(=O)O
1522,CC=C(C)C(=O)O
1523,CC(O)C1CCCCC1
1524,CCCC(=O)C(=O)CCC
1525,SCS
1526,CCSC(C)SCC
1527,CCCC(C)CC=O
1528,CC(S)c1ccccc1
1529,CC(=O)CC(=O)OCc1ccccc1
1530,CC(C)=CCS
1531,C=C(C)C1C=CC(C)(O)CC1
1532,CCCCC1OCC(C)O1
1533,CCC(C)(CCc1ccccc1)OC(C)=O
1534,CCCCC=CCC(=O)OCC
1535,CCCCC1COCC(C)C1OC(C)=O
1536,C=CC(C)(CCC=C(C)C)OC(C)OCC
1537,CCCOC(=O)C(C)CC
1538,C=CCCCCCCCC=O
1539,CC1(O)CCC2C(=CCCC2(C)C)C1
1540,COC(=O)c1ccccc1NC=O
1541,CCC(C)COC(=O)c1ccccc1O
1542,CCCC(=O)OCC(C)CC
1543,CCC1(O)C2(C)CCCC1(C)CC2
1544,CCCC(C)COC(=O)C(C)CCC
1545,CSCCCCCCN=C=S
1546,CC(C)=CCOC(=O)C=C(C)C
1547,CC(=O)C1=NCCS1
1548,C=C(C)CCCC(C)CO
1549,CCc1ccc(C=O)s1
1550,CCCC(=O)OCC(C)OC(=O)CCC
1551,C=CC(O)CCCCCCC
1552,CCCCCC(=O)OCSC
1553,CCCCCC(=O)OCC=C(C)C
1554,CC(C)=CCOC(=O)C(C)C
1555,CC(C)C(=O)OC1CC2CCC1(C)C2(C)C
1556,CCOc1nccnc1C(C)C
1557,C=CC(C)(CCC=C(C)C)OCC
1558,CCCCCCCOCC(=O)CO
1559,CCc1nccnc1SC
1560,CCCCCCCC(O)CCCC(=O)OCC(O)CO
1561,C=CC(=O)CCCCCC
1562,CCC=CC=CC(C)=O
1563,CC(C)CC1OC(CC(C)C)OC(CC(C)C)O1
1564,CSCCCCCN=C=S
1565,CCCCCC(OCCCC)OCCCC
1566,CC(C)CC(=O)Cc1ccccc1
1567,CCCC(=O)C(O)CCC
1568,CCCOC(=O)CCC(C)=O
1569,CCC(=O)OC1CC(C)CCC1C(C)C
1570,CCCOC(=O)Cc1ccccc1
1571,CCCCCCOC(=O)Cc1ccccc1
1572,CC(=O)CSCc1ccco1
1573,C=CCc1cc(OC)c(O)c(OC)c1
1574,COC(CC(C)=O)OC
1575,CC(=O)Cc1ccco1
1576,CCCC(=O)c1ccco1
1577,C=C(C)CCC(C)=O
1578,CCCCCCCCOC(=O)CC(C)C
1579,CCCCCCCCCCC1OCC(C)O1
1580,CCCCCCC(=O)OCCC
1581,CCCCCCCCCCOC(=O)CC
1582,CCCCCCCCCCOC(=O)CCC
1583,CCCCCCCC(=O)OCCc1ccccc1
1584,CC1OC(Cc2ccccc2)OC1C
1585,CCCCC(=O)c1ccco1
1586,O=C1CCCCCCCCCCCCCCO1
1587,CC1COC(C(C)c2ccccc2)O1
1588,O=Cc1ccc(CO)o1
1589,CCCC(=O)CC(=O)OCC
1590,COc1cc(C)cc(OC)c1O
1591,CCCCC(C)OC(=O)CCC
1592,CCCC(=O)OCc1ccc(OC)cc1
1593,CCCCCCCCCCCCOC(=O)C(C)C
1594,CCCC(=O)OC1CCCCC1
1595,CCCCCCCCCCCCOC(=O)CCC
1596,CCCCCC(=O)CC
1597,SCCCCCCCCCS
1598,CC(CCO)CCCC(C)(C)O
1599,C=CC(C)(CCC=C(C)C)OC(=O)Cc1ccccc1
1600,C=C(C)COC(=O)CCC
1601,O=C(OCCc1ccccc1)c1ccco1
1602,SCc1ccccn1
1603,c1coc(COCc2ccco2)c1
1604,CCCC(=O)CCCC(=O)O
1605,COC(=O)CCCc1ccccc1
1606,CCCCCCC1(C)CCC(=O)O1
1607,CC(C)CC(=O)OC1CCCCC1
1608,CC(OC=O)c1ccccc1
1609,CCCCCC(=O)OCC(C)OC(=O)CCCCC
1610,CC=CC(=O)OCC
1611,CC(C)=CCCC(C)=CCCC(C)CCO
1612,CC12CCC(C1)C(C)(C)C2O
1613,CCCCCC1CCC(=O)O1
1614,CCCCCCCC1CCC(=O)O1
1615,CC(C)=CCCC(C)(O)C1CC=C(C)CC1
1616,Cc1coc2c1CCC(C)C2
1617,CC(C)=C1CCC(C)CC1=O
1618,CC1CCC(C(C)C)C(=O)C1
1619,O=C(O)C=C(CC(=O)O)C(=O)O
1620,O=C(O)C=Cc1ccccc1
1621,CC(C)=CCCC(C)=CCCC(C)=CCO
1622,c1ccc(CCCc2ccccn2)cc1
1623,CCCCCCOC(=O)CCCCCC
1624,CCCC(S)CCOC(C)=O
1625,CSCc1ccco1
1626,CCCC=CC(=O)OCC
1627,CCCCCCCC(O)CC
1628,CC(=O)CCC1=C(C)CCCC1(C)C
1629,CCC=CSC
1630,CCOC(=O)C(C)S
1631,CCc1cnc(C)s1
1632,CCCCCCOC(=O)C(C)O
1633,CC(C)CCOC(=O)C(C)C
1634,CSCCCCO
1635,CSc1cnccn1
1636,CCC(C)c1nccnc1OC
1637,CC(=O)c1nccs1
1638,CC(S)CCS
1639,CCC(C)C(=O)OCCc1ccccc1
1640,CC(=O)c1cc(C)sc1C
1641,CC(=O)C1=CCCCN1
1642,CCCCCCCCCC1CCCC(=O)O1
1643,CC(=O)C1=NCCCC1
1644,CCC(C)C(=O)OCCC(C)C
1645,COc1cncc(C)n1
1646,CCCCCCCCOC(=O)C(C)CC
1647,CC1CC(=O)CO1
1648,CC(C)(S)CCO
1649,CC(=O)c1sc(C)nc1C
1650,CCc1ccc(C)s1
1651,CCCCCC(CC)OC(C)=O
1652,CCC(=O)CO
1653,CCCCCCCCOC(=O)CCCCCC
1654,CCCC(S)CCO
1655,CCCCc1ccc(CC)s1
1656,CCCCCC(C)S
1657,CCCCSSCC
1658,CNc1ccccc1C(=O)OCC(C)C
1659,CCC(C)C(=O)OC(C)C
1660,C=CCCCCCCCC(=O)OCC
1661,CC(=O)CCC(=O)OCCC(C)C
1662,CCCCCCCCC(=O)OCCCCCCC
1663,CCCCSSCCC
1664,CCCCCSSC
1665,Sc1cccs1
1666,CCCCCCCCC(=O)OCCC(C)C
1667,CC(=O)CC(=O)OCC(C)C
1668,Nc1ccccc1C(=O)OCc1ccccc1
1669,CCc1nc(C)c(C)s1
1670,CCCOC(=O)C(C)=O
1671,CCCc1cc(OC)c(O)c(OC)c1
1672,C=CCSSSCCC
1673,CCSSSC
1674,COCCC(C)(C)S
1675,CC(C)(S)CCOC=O
1676,Cc1occc1SSCc1ccco1
1677,Cc1occc1SSc1ccoc1C
1678,CCOc1cc(C(C)C)ccc1C
1679,CC(=O)CC(C)S
1680,CCCc1nccnc1OC
1681,CCC1=C(O)C(=O)CC1C
1682,CC(C)C1SSC(C(C)C)S1
1683,CC(C)CC1SC(C)NC(C)S1
1684,CCCCCC(CC(=O)OC)OC(C)=O
1685,C=C(C)c1ccnc(C(C)=O)c1
1686,C=C(C)c1cc(C(C)=O)ccn1
1687,CC1(C)CC2C3CCCC(C)(C3O)C2C1
1688,CCCCCC(C)OC(=O)CCC
1689,CCC(=O)C(C)S
1690,C=CCOC(=O)CCC(C)=O
1691,Cc1cnc2c(n1)CCC2C
1692,CCCCCC(=O)OCCC(S)CCC
1693,CCCCC(CC)OC(C)=O
1694,CC(=O)C(=O)OCCC(C)C
1695,CCCC(=O)OCCC(S)CCC
1696,CC(C)CCOC(=O)CCc1ccco1
1697,CCCCCCCOC(=O)C(C)CC
1698,CC(S)C(C)S
1699,CCCCCOC(=O)CCSC
1700,CCCCCCCCCC(=O)OCCCCC
1701,CCCC(=O)OCC1CCCO1
1702,CCCCOC(C)OCC
1703,O=COCc1ccco1
1704,CCOC(=O)CCSCc1ccco1
1705,CC1CCC(C(C)(C)O)C(O)C1
1706,CCCCCC(=O)OCc1ccco1
1707,CCCCCCC(=O)OCc1ccco1
1708,CCCCCCCC1OCC(C)O1
1709,C=CCC(C=O)c1ccccc1
1710,C=CC(C)(CCC=C(C)C)OC(=O)CCCCC
1711,CC(C)CC(=O)OC1CC(C)CCC1C(C)C
1712,CCCC(=O)OC(C)c1ccccc1
1713,CC(=O)CCC1=C(C)C=CCC1(C)C
1714,CCCC(=O)OC(C)(C)C1CC=C(C)CC1
1715,CC1=C(CCC(C)O)C(C)(C)CCC1
1716,CCn1cccc1C=O
1717,CC(=O)c1oc(C)cc1C
1718,CC1=CCC(C(C)(C)OC(=O)CC(C)C)CC1
1719,CCCCCCCCCOC(=O)CCCCCCC
1720,CC1COC(c2ccccc2)O1
1721,COC(=O)Cc1ccc(C(C)(C)C)cc1
1722,CCC=CCCC=CC=O
1723,CC=CC(=O)O
1724,CC(=O)OCC=C(C)CCCC(C)CCCC(C)CCCC(C)C
1725,O=CC=Cc1ccccc1
1726,COC(=O)C=Cc1ccccc1
1727,CC=Cc1ccc(OC)cc1
1728,CC=CC=CC=O
1729,CC(C)=CCCC(C)=CCO
1730,CCOC(=O)C=Cc1ccccc1
1731,CC=Cc1ccc(OC)c(OC)c1
1732,CC(C)=CCCC(C)=CC=O
1733,CC(=O)C=CC1=C(C)CCCC1(C)C
1734,O=C(C=CC=Cc1ccc2c(c1)OCO2)N1CCCCC1
1735,CCC=CC(=O)O
1736,CC=CC(=O)OC
1737,CC(=O)OCC=C(C)CCC=C(C)CCC=C(C)C
1738,CC=CCCCO
1739,CC=CC=CCO
1740,COc1ccc(C=CC=O)cc1
1741,C=CCOC(=O)C=Cc1ccccc1
1742,CC(C)C=CC(=O)O
1743,Cc1cc(SSc2cc(C)oc2C)c(C)o1
1744,CCC=CCC=O
1745,CCOC(=O)C(C)C(C)O
1746,CCOC(=O)C=Cc1ccco1
1747,CC(C)COC(=O)C=Cc1ccccc1
1748,CC=Cc1ccc(OC(C)=O)c(OC)c1
1749,COc1cc(CNC(=O)CCCCC=CC(C)C)ccc1O
1750,CCC=CCC1=C(C)CCC1=O
1751,CC(=O)OCC=C(C)CCC=C(C)C
1752,CC=CC=CC(=O)OCC
1753,O=C(C=Cc1ccccc1)OCC=Cc1ccccc1
1754,CC(C)=CCCC(C)=CC#N
1755,CC=CC(=O)C1=C(C)CCCC1(C)C
1756,CC(=O)CCC=C(C)CCC=C(C)CCC=C(C)C
1757,CCCCCC(C=O)=Cc1ccccc1
1758,CC(=O)C=CC=C(C)CCC=C(C)C
1759,CCCC=CCOC(C)=O
1760,Cc1oc2ccccc2c1C
1761,CCCCc1nccs1
1762,CCCC(CC=O)SC
1763,CCOC(=O)C(C)(C)SC
1764,CCOC1=C(C)OC(C)C1=O
1765,CCOC(=O)CC(C)CC(C)(C)C
1766,CCCCCCCCCOC(=O)c1ccccc1N
1767,CCCCCC(C)(O)CC(C)C
1768,CCCC(=O)OCSC
1769,CC(C)CCCCCCCCCCC=O
1770,CC1=C2CCC(C)C=C2OC1=O
1771,CCOC(=O)CC(C)SCC
1772,CCCC(=O)OCCc1scnc1C
1773,CCCCCC(=O)OCCc1scnc1C
1774,CC1C=CC2C(C)CCC(C(C)C)C2C1
1775,CC1C=CCCC1(C)C=O
1776,C=CCc1ccc(OC(=O)CC(C)C)c(OC)c1
1777,Cc1occc(=O)c1OC(=O)C(C)C
1778,CCOCc1ccccc1O
1779,O=C1CCCCC=CCCCCCCCCCO1
1780,CCc1ccccc1S
1781,CCCC1CC(=O)C=C(C)C1
1782,CCOC(=O)COc1ccc(C)cc1
1783,CC1=NC(CC(C)C)SC1C
1784,CSCCOC(C)=O
1785,CC1=C(O)C(=O)CO1
1786,CCCCCC=C1CCCC1=O
1787,CSC(C)(C)CC(C)=O
1788,CCCCOCc1ccc(O)c(OC)c1
1789,CCCOC(=O)C=Cc1ccccc1
1790,CCOC(=O)C=CC(=O)OCC
1791,CC(C)OC(=O)C=Cc1ccccc1
1792,CCCCOC(=O)C=Cc1ccccc1
1793,CC(C)CCOC(=O)C=Cc1ccccc1
1794,CC(=CCO)CCCC(C)CCCC(C)CCCC(C)C
1795,CCCCCC=CCC=CCCCCCCCC(=O)O
1796,CCCCCC=CC=CC(=O)OCC
1797,CC=C(C)C(=O)OCC
1798,CCC=CCCO
1799,C=C1CCC=C(C)CCC2C1CC2(C)C
1800,C=CC(C)=CCC=C(C)CCC=C(C)C
1801,C=CC(=C)CCC=C(C)CCC=C(C)C
1802,CC1=CCCC(C)=CCC(C)(C)C=CC1
1803,C=C1C2CCC(C2)C1(C)CCC=C(C)CO
1804,C=CC(C)=CCC=C(C)CCC=C(C)C=O
1805,C=CC(=C)CCC=C(C)CCC=C(C)C=O
1806,C=CC(C)=CCC=C(C)C
1807,CC(=O)C=CC1C(C)=CCCC1(C)C
1808,CC(C)=CCCC(C)=CCOC=O
1809,CC(=O)OCC=Cc1ccccc1
1810,CCCCCC=CCC=CCCCCCCCC(=O)OCC
1811,CCCC=CC(=O)O
1812,CCCCCC=CC(=O)O
1813,CCC=CCCCC(=O)O
1814,CCCCC=CC=O
1815,CCCCCC=CC=O
1816,CC=CCCCCC=O
1817,CCCC=CC=CC=O
1818,CCCCC=CCCC=O
1819,CCCCCCCC=CC=O
1820,CCCC=CCCCCC=O
1821,CCCCCCCCCC=CC=O
1822,CCCCCCCCCCC=CC=O
1823,Nc1ccccc1C(=O)OCC=Cc1ccccc1
1824,CCCCCCCCC=CCCCCCCCCO
1825,C=CC(C)(O)CCC=C(C)CCC=C(C)C
1826,O=C1CCCCCCCC=CCCCCCCC1
1827,CCOC(=O)C=C(C)CCC=C(C)C
1828,CCCCC=CCO
1829,CCCC=CCO
1830,CCCCCC=CC=CC(=O)NCC(C)C
1831,CCCCCC=CCO
1832,CCCSSSC
1833,CC=C(C)C=O
1834,CC=CC=CC(=O)OC
1835,CC=CC(C)C
1836,CC(C)=CCCC(C)=CC1OCC(C)O1
1837,CCCC(=O)OCC=C(C)CCC=C(C)C
1838,CCC=CCCOC(=O)CCCCCCC
1839,CCCCCC=CCCC(=O)OC
1840,CCCCCC=CCC1CCC(=O)O1
1841,CCC=CCCOC(=O)CCC
1842,CC=C(C)C(=O)OCCCC
1843,CCCC=CCOC(=O)C(C)CC
1844,CCCC=CCOC(=O)CC(C)C
1845,CCCC=CCOC(=O)CCC
1846,CCCC=CCOC(=O)CC
1847,CCC=CCCOC(=O)C(C)C
1848,CCC=CCCOC(=O)CCCCC
1849,CCC=CCCOC(C)=O
1850,CCCC=CCCC(=O)OCC
1851,C=CCC=CCCC(=O)OCC
1852,CCCCCC=CCCO
1853,CCCCCC=CCCCOC(C)=O
1854,CCCC=CCCCO
1855,CCCCCCCCCC=CCO
1856,CCCC=CCOC=O
1857,CCCC=CCOC(=O)CCCCC
1858,CCCC=CCOC(=O)CCCC
1859,CCC=CCCOC(=O)CCCC
1860,CC(C)=CCCC(C)=CCOC(=O)c1ccccc1
1861,COc1cc(C=CC(C)=O)ccc1O
1862,CCCCCCCCC=CCCCCCCCC(=O)OCCCC
1863,COc1ccc(C=C(C)C=O)cc1
1864,CCC=CCC(=O)O
1865,CCCC(=O)OCC=Cc1ccccc1
1866,O=C1CCCCCCCC=CCCCCCCO1
1867,COC(=O)C=Cc1ccco1
1868,CCC(=O)OCC=Cc1ccccc1
1869,CC(C)C(=O)OCC=Cc1ccccc1
1870,CCC(=O)OCC=C(C)CCC=C(C)C
1871,CC(C)CC(=O)OCC=Cc1ccccc1
1872,C=CC(C)(CCC=C(C)C)OC(=O)C=Cc1ccccc1
1873,CCCCCC(=O)OCC=Cc1ccccc1
1874,CC=C(C)C(=O)OC
1875,CC=C(C)C(=O)OCCc1ccccc1
1876,O=C(C=Cc1ccccc1)OC1CCCCC1
1877,CCCCC(CO)C(C)=O
1878,C=Cc1sc(C)nc1C
1879,CCC(C)C1N=C(C)C(C)S1
1880,CC(=CC(C)C)C(=O)O
1881,CC(=O)c1ccnc(C)n1
1882,CCCCCC=C(C)C=O
1883,CCOC(=O)C1OC1(C)c1ccc(C)cc1
1884,CCCCCC=CCCC(=O)OCC
1885,CCC1N=C(C)C(C)S1
1886,CC=CC(=O)C(C)CC
1887,CCCCCC=CCOC(=O)CCC
1888,CCC=CCC(=O)OCC
1889,CC(C)CC=C(C=O)C(C)C
1890,CCC=CCCCCCC=O
1891,CCCCCC=CC=CCO
1892,CCC=CCCCCC=O
1893,CCC=CCC(=O)OC
1894,CCC=CCCCCCO
1895,CCC=CCCC=O
1896,C=CC(C)=CCC(O)C(=C)C
1897,CCC=CCCC=CCOC(C)=O
1898,CCCCC=CCOC(C)=O
1899,CCCCCCCC=CCOC(C)=O
1900,CC(=O)C=CCCC(C)C
1901,CCCCCCC=CC(C)=O
1902,CCCCCCCCC=CCCCCCCCCOC(C)=O
1903,CCC=CCCOC(=O)C(C)=O
1904,CC=CC=CCOC(C)=O
1905,CCCC=CCCC(C)=O
1906,C=C1CCCC(C)(C)C1C=CC(C)=O
1907,CCC=CCCOC(=O)C(C)O
1908,CCC=CCC(OCC)OCC
1909,CCCCCC=CC(=O)OCC
1910,CCCC=CCCO
1911,CCCCCC=CC(=O)OC
1912,C=CCOC(=O)C(C)=CC
1913,CCC=CC=O
1914,CCC=CCO
1915,CCCCCCC=CCO
1916,CCCCCCCCCCC=CCO
1917,CCCCCCCCC=CCO
1918,CCC=CCCOC(=O)CC
1919,CCC=CCCOC(=O)C(C)CC
1920,CCCC=CCOC(=O)CCCCCCC
1921,CCCC=CC(OCC)OCC
1922,CCC=CCCOC=O
1923,O=C1CCCCCC=CCCCCCCCCO1
1924,CCC=CCC=CCCO
1925,CC(C)=CCCC(C)=CC(C)O
1926,CCCCC(=O)OCC=C(C)CCC=C(C)C
1927,C=CC(C)(O)CCC=C(C)CCC=C(C)CCC=C(C)C
1928,CC=CC(=O)CCCC
1929,CCC=C(C)C(=O)O
1930,COC(=O)C=C(C)CCC=C(C)C
1931,CC=CC(=O)C1C(C)C=CCC1(C)C
1932,C=CCCC(=O)C=CC1C(C)=CCCC1(C)C
1933,CC(C)=CCCC(C)=CCOC(=O)C(C)C
1934,CCCCCC(=O)OCC=C(C)CCC=C(C)C
1935,CC=CC(=O)OCCCCCC
1936,CC(C)=CCCC(C)=CCOC(=O)Cc1ccccc1
1937,CC=CC(=O)C1=C(C)C=CCC1(C)C
1938,CC=CC(=O)C1C(C)=CCCC1(C)C
1939,CC=C(C)C(=O)OCCC(C)C
1940,CC=CC(O)CCCC
1941,C=CC(C)(O)CC=CC(=C)C
1942,CCCCCC=CCC(=O)OC
1943,CCC=CC=CCO
1944,CCCCCCCC=CC=CC=O
1945,CCCCCCC=CC=CC=O
1946,CCC=CCCCO
1947,CCC=CCCOC(=O)Cc1ccccc1
1948,CCC=CCCOC(=O)c1ccccc1
1949,CC=C(C)C(=O)OCCC
1950,CCC=CCCOC(C)OCCC=CCC
1951,CC=C(C)C(=O)OCC=C(C)CCC=C(C)C
1952,CC=C(C)C(=O)OCC(C)C
1953,CCCCCC=CCC1CCCC1=O
1954,CCCC=CCOC(=O)Cc1ccccc1
1955,CCCCCC(=Cc1ccccc1)CO
1956,C=CC(C)=CCCC(C)(C)O
1957,CC=C(C)C=CC=C(C)C
1958,CCC=CCCC(OCC)OCC
1959,O=C(C=Cc1ccccc1)OCCc1ccccc1
1960,CC(O)C=Cc1ccccc1
1961,CCCC=CC1OCC(C)O1
1962,CC=CSC=CC
1963,CC(C)CC=C(C=O)c1ccccc1
1964,CCC(=O)C=CC1C(C)=CCCC1(C)C
1965,CCC=CCCOC(=O)c1ccccc1N
1966,CCC=C1OC(=O)c2ccccc21
1967,CC(=O)C=CC1=C(C)CCC(C)C1(C)C
1968,CCC(=O)C=CC1=C(C)CCCC1(C)C
1969,CC=Cc1ccc(OCC)c(OC)c1
1970,CC(=O)C=CCC(C)C
1971,OCC(O)C(O)=Cc1ccccc1
1972,CCCCCC=CCOC(C)=O
1973,CCCC(=O)C(CC)Cc1ccccc1
1974,CC(=O)CCc1ccc(C)cc1
1975,CC=Cc1ccc(OC=O)c(OC)c1
1976,CCC(C)CCCC(C)C=O
1977,CCOC(CC(C)CCCC(C)(C)O)OCC
1978,CCCCCCCCCOC(=O)CC(C)C
1979,CCOCC=C(C)C
1980,CCCCCC(O)CCCC(=O)OCC(O)CO
1981,C=C(C)C(CO)CC=C(C)C
1982,CC1=C(O)C(=O)C(C)S1
1983,CCC=CCCOC(=O)C=Cc1ccccc1
1984,CCC(=O)C=Cc1ccc(OC)cc1
1985,C=C1CCC(OC(C)=O)C(C)=CCC2C1CC2(C)C
1986,CC(=O)CC(=O)OCC=C(C)CCC=C(C)C
1987,CC=CC(=O)OCC=C(C)CCC=C(C)C
1988,CC=C(C)C(=O)OC(CC)CCCCC
1989,CC1COC(C=Cc2ccccc2)O1
1990,CCC=CCCC1CCC(=O)O1
1991,C=CC(C)=CCCC(C)(C)OC(C)=O
1992,CCCCCCC=CCOC(C)=O
1993,CCCCCCCC(=O)OCC=C(C)CCC=C(C)C
1994,CC=CCCC=CC=O
1995,CCC=CCCOC(=O)CC(C)=O
1996,CC=CC(C)C(=O)OCCCCCC
1997,CCCCC=CCCOC(=O)CC
1998,CC=C(C)C(=O)OCCC(C)CCC=C(C)C
1999,CCCCCC=CCC=CC=CC=O
2000,CCCCC(=O)OCc1ccc(OC)cc1
2001,CCC(S)S
2002,CCC(=O)C1=NCCS1
2003,CC1(C)C2CC=C(COC=O)C1C2
2004,CCC=CCC=CCCOC(C)=O
2005,CCCCCCCC=CCCC=O
2006,CCCCCC=CCCCCCCC=O
2007,CC=C(C)C(=O)OCCCCC
2008,CC(S)C(C)CO
2009,CCCCCC=CCC=O
2010,CCCC(O)CCCC(=O)OCC
2011,CC(C)=CCC=C(C)CCOC(=O)CC(C)C
2012,CCCCC=C1OC(=O)C(C)=C1C
2013,CCCCCC(C=Cc1ccccc1)OC(C)=O
2014,C=CC(C)(CCC=C(C)CC)OC(C)=O
2015,COc1ccc(C=CC(=O)C(C)C)cc1
2016,CCCOC(=O)C=Cc1ccco1
2017,CCC(C=O)=Cc1ccco1
2018,C=CCOC(=O)C=CC=CC
2019,CCCCCC(=Cc1ccccc1)COC=O
2020,CCCCCC(=Cc1ccccc1)COC(=O)CC(C)C
2021,CC1=CCC(C(C)(C)OC(=O)C=Cc2ccccc2)CC1
2022,CCCCC=C(C=O)CC
2023,CCCCCCCOC(=O)C=Cc1ccccc1
2024,CCC=CCC1=C(C)C(=O)CC1
2025,CCCC=CC(=O)OCCCCCC
2026,CCC=CCCCC=O
2027,CCC=CCCOC(=O)CC=CCC
2028,CC=CCCCCCCCC(=O)OC
2029,CCCCCC=CC=CC(=O)OC
2030,CCCC=CC(OC)OC
2031,CCCCCCCC=CC=CCO
2032,C=C1C=CC(C(C)C)CCC(C)=CCC1
2033,CCCCCCC=CC=CCO
2034,CC(C)=CCCC(C)=CCOCC=O
2035,CC=CC(=O)OCCC=CCC
2036,CCC=CCC1CCCC1=O
2037,CCC=CCCC=CC(OCC)OCC
2038,CC(C)=CCCC(C)=CCOC(=O)c1ccccc1N
2039,CCCCCCOC(=O)C=Cc1ccccc1
2040,CC(C)=CCCC(C)=CCC1CCCC1=O
2041,CC(=O)OC(C)C(C)=CC1C(C)=CCCC1(C)C
2042,CCCC=CCOC(=O)c1ccccc1O
2043,CCC(C)C(=O)OCC=C(C)CCC=C(C)C
2044,CC=Cc1ccc(OCCCCC)c(OC)c1
2045,CCCCC=CCCCCC(=O)OCCC(C)C
2046,CC=CC(=O)C1CCC(C)(C)C=C1C
2047,CCC=CCC1CCCC(=O)O1
2048,CCCCCCCCCC=CCOC(C)=O
2049,CCC=CCC=CC=CC=O
2050,C=C1C=CCC(C)(C)C12CCC(C)O2
2051,CCCCCCC1COC(=O)CO1
2052,CC=CC=CCOC(=O)CCC
2053,CC(C)=CCCC(C)=CCCC(C)C=O
2054,CCC=CCCCC(=O)OC
2055,CC(C)C(=O)OCC(C)c1ccccc1
2056,CCCCC(C)CCC(=O)O
2057,CCCCCC(C)CCC(=O)O
2058,CCCC(=O)OCC(C)c1ccccc1
2059,CCCCC1(CCCC)CCC(=O)O1
2060,CCC(C)(S)CC(C)=O
2061,CCC(=O)CC(C)(C)S
2062,CC(C)C(=O)OC(C)(C)c1ccccc1
2063,CC1C(O)CC2(C(C)C)CC12
2064,CCC=CCCC1CCCC(=O)O1
2065,CC1COC(C)(C(C)O)O1
2066,CCCCC(S)CCOC
2067,CC(C)C(C=O)c1ccccc1
2068,CC1=CC(=O)CO1
2069,CCCCCCCCCCc1ccco1
2070,CC(=O)C(C)Sc1ccoc1C
2071,CC(O)C(C)CS
2072,CCC(C)CCCCC=O
2073,CC(C)=CCCC(C)CC(C)(C)O
2074,COC(=O)CCSCc1ccco1
2075,CCOC(=O)SCc1ccco1
2076,CC(C)CCSSSCCC(C)C
2077,CCCSSCc1ccco1
2078,C=C(C)CCCC(C)CCOC(=O)CC(C)C
2079,c1cnc(CC2CCCCC2)cn1
2080,CC=CC(=O)OC(C)(C)Cc1ccccc1
2081,CC1OCCC(C)(C)S1
2082,CCC(C)CCCCCCC=O
2083,CSC(C)CC(=O)C1=C(C)CCCC1(C)C
2084,CC1CC(S)C(C)O1
